title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Ground Clearance,Power,Mileage,Fuel,Drive Type,Seating Capacity,No. of Airbags,Length,Global NCAP Safety Rating,Top Speed,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC
2016 Maruti Ciaz AT ZXi Plus,₹6 Lakh,"Kothrud, Pune",Jun 2016,Expired,Petrol,5 Seats,"66,000 Kms",Pune,First Owner,1373 cc,Automatic,2016,1373 cc,,91.1 bhp,19.12 kmpl,Petrol,,,,,,,,,,,
2018 Datsun GO Plus T Option Petrol,₹2.90 Lakh,"Market Yard, Pune",Aug 2018,Comprehensive,Petrol,7 Seats,"54,500 Kms",vasai,Second Owner,1198 cc,Manual,2018,1198 cc,,67 bhp,19.83 kmpl,Petrol,,7,,,,,,,,,
2022 Tata Tiago XZA Plus AMT BSVI,₹6.30 Lakh,"Hadapsar, Pune",Jul 2022,Comprehensive,Petrol,5 Seats,"29,000 Kms",Pune,First Owner,1199 cc,Automatic,2022,,,,,,,,,,,,,,,,
2018 Tata Tiago 1.2 Revotron XZ,₹4.25 Lakh,"Devale, Pune",Jul 2018,Comprehensive,Petrol,5 Seats,"25,500 Kms",Mumbai,First Owner,1199 cc,Manual,2018,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2016 Volkswagen Polo 1.2 MPI Highline,₹4 Lakh,Pune,2016,Expired,Petrol,5 Seats,"1,20,000 Kms",Pimpri chinchwad,First Owner,1199 cc,Manual,2016,1199 cc,,74 bhp,16.2 kmpl,Petrol,,,,3971mm,,,,,,,
2020 Tata Nexon 1.2 Revotron XZ,₹7.95 Lakh,"Kharadi, Pune",Nov 2020,Comprehensive,Petrol,5 Seats,"24,000 Kms",Pune,First Owner,1198 cc,Manual,2020,1198 cc,,108.5 bhp,17 kmpl,Petrol,FWD,,,,,,,,,,
2022 Hyundai Grand i10 Magna Petrol BSIV,₹6.14 Lakh,"Wakad, Pune",Jul 2022,Comprehensive,Petrol,5 Seats,"10,063 Kms",Pune,First Owner,1197 cc,Manual,2022,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2019 Hyundai Venue SX Dual Tone Turbo BSIV,₹7.50 Lakh,"Thathawade, Pune",Aug 2019,Comprehensive,Petrol,5 Seats,"47,219 Kms",Mumbai,Second Owner,998 cc,Manual,2019,998 cc,,118.35 bhp,18.27 kmpl,Petrol,FWD,,,,,,,,,,
2017 Maruti Wagon R LXI CNG Optional,₹4.35 Lakh,"Aundh, Pune",Jul 2017,Comprehensive,CNG,5 Seats,"50,000 Kms",Pimpri chinchwad,First Owner,998 cc,Manual,2017,998 cc,,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,
2022 Kia Carens Luxury Plus 6 STR Diesel,₹18.50 Lakh,"Pashan, Pune",Mar 2023,Third Party,Diesel,6 Seats,"25,000 Kms",Pimpri chinchwad,First Owner,1493 cc,Manual,2022,1493 cc,,114.41 bhp,,Diesel,,"6, 7",,,3 Star,,210 Litres,,,,
2019 Hyundai Venue S Turbo BSIV,₹8.50 Lakh,"Pashan, Pune",Oct 2019,Third Party,Petrol,5 Seats,"65,000 Kms",Pune,First Owner,998 cc,Manual,2019,998 cc,,118.35 bhp,18.27 kmpl,Petrol,FWD,,,,,,,,,,
2020 Renault Triber RXZ,₹6.08 Lakh,"Wakad, Pune",Dec 2020,Comprehensive,Petrol,7 Seats,"19,002 Kms",Pune,First Owner,999 cc,Manual,2020,999 cc,,71.01 bhp,20 kmpl,Petrol,,7,,,4 Star,,,,,,
2012 Chevrolet Sail Hatchback LS ABS,₹2.95 Lakh,"Pashan, Pune",Dec 2012,Expired,Diesel,5 Seats,"68,000 Kms",vasai,Second Owner,1248 cc,Manual,2012,1248 cc,,76.9 bhp,22.1 kmpl,Diesel,,,,3946mm,,,,,,,
2014 Jaguar XF 2.2 Litre Luxury,₹12 Lakh,Pune,2014,Expired,Diesel,5 Seats,"90,000 Kms",Pune,Third Owner,2179 cc,Automatic,2014,2179 cc,,187.7 bhp,,Diesel,RWD,,,,,225 kmph,,,,,
2018 Maruti Celerio ZXI,₹4.53 Lakh,"Hadapsar, Pune",Feb 2018,Comprehensive,Petrol,5 Seats,"40,406 Kms",Pune,Second Owner,998 cc,Manual,2018,998 cc,,67.05 bhp,21.63 kmpl,Petrol,,,1,,,,,,,,
2023 Tata Nexon XZ Plus Diesel S,₹11.90 Lakh,"Wakad, Pune",Jan 2023,Comprehensive,Diesel,5 Seats,"33,083 Kms",Nashik,First Owner,1497 cc,Manual,2023,,,,,,,,,,,,,,,,
2014 Datsun GO T BSIV,₹1.79 Lakh,"Pimple Saudagar, Pune",Feb 2015,Third Party,Petrol,5 Seats,"43,000 Kms",Pune,Third Owner,1198 cc,Manual,2014,,,,,,,,,,,,,,,,
2014 Honda City Edge Edition Diesel SV,₹4.59 Lakh,"Hadapsar, Pune",Mar 2014,Comprehensive,Diesel,5 Seats,"85,231 Kms",Pimpri chinchwad,Second Owner,1498 cc,Manual,2014,,,,,,,,,,,,,,,,
2019 Honda City i-VTEC CVT VX,₹7.50 Lakh,"Kothrud, Pune",Apr 2019,Comprehensive,Petrol,5 Seats,"93,000 Kms",Pune,First Owner,1497 cc,Automatic,2019,,,,,,,,,,,,,,,,
2013 Maruti Ertiga VXI,₹4.77 Lakh,"Thathawade, Pune",Mar 2013,Third Party,Petrol,7 Seats,"36,702 Kms",Pune,Second Owner,1462 cc,Manual,2013,1462 cc,,101.65 bhp,20.51 kmpl,Petrol,,7,,,,,,,,,
2016 Renault KWID RXT,₹2.80 Lakh,"Hadapsar, Pune",Jun 2016,Comprehensive,Petrol,5 Seats,"27,366 Kms",Pune,Second Owner,799 cc,Manual,2016,799 cc,,53.3 bhp,25.17 kmpl,Petrol,,,,3679mm,,,,,,,
2017 Maruti Celerio ZXI AT Optional,₹4.25 Lakh,"Rahatani, Pune",Apr 2017,Third Party,Petrol,5 Seats,"51,000 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2017,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,
2019 Maruti Vitara Brezza ZDi,₹8.50 Lakh,"Vimannagar, Pune",Mar 2019,Expired,Diesel,5 Seats,"58,000 Kms",Pune,First Owner,1248 cc,Manual,2019,1248 cc,198mm,88.5 bhp,24.3 kmpl,,FWD,,,,,,,,,,
2017 Maruti Dzire ZXI Plus,₹6.05 Lakh,"Hadapsar, Pune",Aug 2017,Comprehensive,Petrol,5 Seats,"48,267 Kms",Pune,Second Owner,1197 cc,Manual,2017,1197 cc,,80 bhp,24.79 kmpl,Petrol,,,,,5 Star,,382 Litres,,,,
2019 Tata Tigor XZ Plus,₹5.50 Lakh,"City, Pune",Nov 2019,Comprehensive,Petrol,5 Seats,"45,000 Kms",Pimpri chinchwad,First Owner,1199 cc,Manual,2019,1199 cc,,83.81 bhp,20.3 kmpl,Petrol,,,2,,,,,,,,
2022 Kia Sonet GTX Plus Turbo iMT BSVI,₹9.25 Lakh,"Thathawade, Pune",Oct 2022,Comprehensive,Petrol,5 Seats,"16,439 Kms",Pune,First Owner,998 cc,Manual,2022,998 cc,,118.36 bhp,18.2 kmpl,Petrol,FWD,5,,,,,,,,,
2017 Tata Tigor 1.2 Revotron XZA,₹4.82 Lakh,"Market Yard, Pune",Feb 2018,Expired,Petrol,5 Seats,"55,000 Kms",Pune,First Owner,1199 cc,Automatic,2017,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2013 Volkswagen Polo 1.2 MPI Comfortline,₹2.40 Lakh,Pune,2013,Expired,Petrol,5 Seats,"60,000 Kms",Pimpri chinchwad,Second Owner,1198 cc,Manual,2013,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2011 Hyundai i20 1.2 Sportz,₹2.45 Lakh,"Chikhlee B.O, Pune",Oct 2011,Third Party,Petrol,5 Seats,"89,000 Kms",Mumbai,Second Owner,1197 cc,Manual,2011,,,,,,,,,,,,,,,,
2017 Hyundai i20 Asta Option 1.2,₹5.85 Lakh,"Chinchwadgaon, Pune",Dec 2017,Comprehensive,Petrol,5 Seats,"63,000 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,
2016 Volkswagen Polo 1.2 MPI Comfortline,₹5 Lakh,"Pashan, Pune",Mar 2017,Expired,Petrol,5 Seats,"86,607 Kms",Mumbai,Second Owner,1199 cc,Manual,2016,1199 cc,,74 bhp,16.2 kmpl,Petrol,,,,3971mm,,,,,,,
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,₹8.50 Lakh,"Pashan, Pune",Aug 2018,Third Party,Petrol,5 Seats,"56,988 Kms",Pune,First Owner,1497 cc,Automatic,2018,1497 cc,200mm,121.36 bhp,14.8 kmpl,,FWD,,,,,,,,,,
2022 Maruti Grand Vitara Alpha BSVI,₹14.51 Lakh,"Thathawade, Pune",Jan 2023,Third Party,Petrol,5 Seats,"17,954 Kms",Pimpri chinchwad,First Owner,1462 cc,Manual,2022,1462 cc,,101.64 bhp,21.11 kmpl,Petrol,2WD,5,,,,,,,,,
2024 Tata Nexon Fearless Plus S DT,₹13.50 Lakh,Pune,2024,Expired,Petrol,5 Seats,"10,000 Kms",,First Owner,1199 cc,Manual,2024,,,,,,,,,,,,,,,,
2019 Tata Harrier XZ BSIV,₹12.75 Lakh,"Devale, Pune",Apr 2019,Third Party,Diesel,5 Seats,"82,000 Kms",Pune,First Owner,1956 cc,Manual,2019,1956 cc,205 mm,138.1 bhp,17 kmpl,,FWD,5,,,,,,,,,
2019 BMW 5 Series 520d Luxury Line,₹32.25 Lakh,"Baner, Pune",Feb 2019,Comprehensive,Diesel,5 Seats,"75,000 Kms",Mumbai,First Owner,1995 cc,Automatic,2019,1995 cc,,187.74 bhp,,Diesel,RWD,,,,,235 kmph,,,,,
2016 Volkswagen Polo 1.2 MPI Highline,₹4.90 Lakh,"Loni Kalbhor, Pune",Jun 2016,Comprehensive,Petrol,5 Seats,"62,546 Kms",Pimpri chinchwad,Second Owner,1199 cc,Manual,2016,1199 cc,,74 bhp,16.2 kmpl,Petrol,,,,3971mm,,,,,,,
2014 Volkswagen Polo Diesel Comfortline 1.2L,₹3.93 Lakh,"Thathawade, Pune",Sept 2014,Third Party,Diesel,5 Seats,"29,569 Kms",Pune,First Owner,1199 cc,Manual,2014,1199 cc,,73.9 bhp,22.07 kmpl,Diesel,,,,3970mm,,,,,,,
2011 Honda City 1.5 V MT,₹1.65 Lakh,Pune,2011,Expired,Petrol,5 Seats,"1,20,000 Kms",Nagpur,Third Owner,1497 cc,Manual,2011,1497 cc,,,17 kmpl,Petrol,,,,,,,,,,,
2022 Maruti Dzire ZXI Plus,₹7.87 Lakh,"Wakad, Pune",Jan 2023,Comprehensive,Petrol,5 Seats,"27,135 Kms",Nashik,First Owner,1197 cc,Manual,2022,1197 cc,,80 bhp,24.79 kmpl,Petrol,,,,,5 Star,,382 Litres,,,,
2015 Hyundai Xcent Petrol,₹3.32 Lakh,"Wagholi, Pune",Jul 2015,Comprehensive,Petrol,,"95,663 Kms",Pune,First Owner,,Manual,2015,,,,,Petrol,,,,,,,,,,,
2017 Jeep Compass 2.0 Limited,₹10.75 Lakh,"Pashan, Pune",Jan 2018,Expired,Diesel,5 Seats,"78,584 Kms",Pimpri chinchwad,Second Owner,1956 cc,Manual,2017,1956 cc,178mm,170 bhp,17.1 kmpl,,4X2,5,,,,,,,,,
2016 Maruti Baleno 1.2 Delta,₹4.34 Lakh,"Thathawade, Pune",Oct 2016,Comprehensive,Petrol,5 Seats,"57,742 Kms",Navi Mumbai,First Owner,1197 cc,Manual,2016,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2015 Skoda Rapid 1.6 MPI AT Elegance Black Package,₹4.95 Lakh,"Yerwada, Pune",Nov 2015,Comprehensive,Petrol,5 Seats,"90,000 Kms",Pune,First Owner,1598 cc,Automatic,2015,,,,,,,,,,,,,,,,
2013 Hyundai i20 Asta 1.2,₹3.23 Lakh,"Thathawade, Pune",Jul 2013,Expired,Petrol,5 Seats,"39,176 Kms",Mumbai,First Owner,1197 cc,Manual,2013,1197 cc,,82.85 bhp,18.5 kmpl,Petrol,,,,3995mm,,,,,,,
2016 Maruti Wagon R AMT VXI,₹3.45 Lakh,"Chinchwadgaon, Pune",Nov 2016,Third Party,Petrol,5 Seats,"49,000 Kms",Pimpri chinchwad,Second Owner,998 cc,Automatic,2016,998 cc,,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2011 Volkswagen Vento Petrol Highline AT,₹2.25 Lakh,"Avhat, Pune",Oct 2011,Expired,Petrol,5 Seats,"68,000 Kms",Navi Mumbai,Third Owner,1598 cc,Automatic,2011,1598 cc,,103.6 bhp,14.4 kmpl,Petrol,,,,,,,,,,,
2016 Ford Ecosport 1.5 Ti VCT AT Titanium,₹4.19 Lakh,"Wakad, Pune",Feb 2017,Comprehensive,Petrol,5 Seats,"59,380 Kms",Pune,First Owner,1499 cc,Automatic,2016,1499 cc,200mm,110 bhp,16.5 kmpl,,FWD,,,,,,,,,,
2018 Mercedes-Benz C-Class C 200 AVANTGARDE,₹27.75 Lakh,"Baner, Pune",Feb 2018,Expired,Petrol,5 Seats,"44,000 Kms",Mumbai,Second Owner,1991 cc,Automatic,2018,1991 cc,,181.04 bhp,,Petrol,RWD,5,,,,235km/hr kmph,,,,,
2024 Honda Amaze VX i-VTEC,₹9.49 Lakh,"Wakad, Pune",Mar 2024,Comprehensive,Petrol,5 Seats,"13,400 Kms",Pune,First Owner,1198 cc,Manual,2024,1198 cc,,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,
2017 Volvo S90 D4 Momentum BSIV,₹23 Lakh,Pune,2017,Expired,Diesel,5 Seats,"1,00,000 Kms",Pune,Second Owner,1969 cc,Automatic,2017,,,,,,,,,,,,,,,,
2009 Maruti Ritz LXI,₹2.10 Lakh,"Pashan, Pune",Jan 2010,Expired,Petrol,5 Seats,"1,61,000 Kms",Pimpri chinchwad,Second Owner,1197 cc,Manual,2009,,,,,,,,,,,,,,,,
2015 Maruti Alto K10 VXI AMT,₹3 Lakh,"Shaniwar Peth, Pune",Jul 2015,Comprehensive,Petrol,5 Seats,"19,000 Kms",Pune,First Owner,998 cc,Automatic,2015,998 cc,,67.05 bhp,23.95 kmpl,Petrol,,,1,,,,,,,,
2014 Renault Duster 110PS Diesel RxL,₹4.95 Lakh,"Pashan, Pune",Aug 2014,Expired,Diesel,5 Seats,"85,432 Kms",Pune,First Owner,1461 cc,Manual,2014,,,,,,,,,,,,,,,,
2016 Maruti Swift Dzire VXI,₹4.85 Lakh,"Undri, Pune",Nov 2016,Expired,Petrol,5 Seats,"50,560 Kms",Pune,First Owner,1197 cc,Manual,2016,1197 cc,,88.50 bhp,22.41 kmpl,Petrol,,,,,3 Star,,378 Litres,,,,
2015 Honda City i VTEC CVT SV,₹4.65 Lakh,"Thathawade, Pune",Jul 2015,Expired,Petrol,5 Seats,"62,538 Kms",Mumbai,First Owner,1497 cc,Automatic,2015,1497 cc,,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,
2019 Maruti Wagon R VXI,₹4.65 Lakh,"Yerwada, Pune",Apr 2019,Expired,Petrol,5 Seats,"69,000 Kms",Mumbai,Second Owner,998 cc,Manual,2019,998 cc,,67.05 bhp,21.79 kmpl,Petrol,,,1,,,,,,,,
2023 Volkswagen Taigun 1.0 Topline AT,₹18.25 Lakh,"Hadapsar, Pune",,Expired,Petrol,5 Seats,"7,428 Kms",,,999 cc,Automatic,2023,999 cc,188 mm,113.98 bhp,17.23 kmpl,,FWD,5,,,,,,,,,
2018 Honda Amaze V CVT Petrol,₹6.58 Lakh,"Wakad, Pune",Sept 2018,Comprehensive,Petrol,5 Seats,"20,824 Kms",Pimpri chinchwad,First Owner,1199 cc,Automatic,2018,1199 cc,,88.76 bhp,18.3 kmpl,Petrol,,,2,,,,,,,,
2012 Mercedes-Benz S-Class S 350 CDI,₹16.50 Lakh,"Baner, Pune",Jul 2012,Expired,Diesel,5 Seats,"75,600 Kms",panvel,Second Owner,2987 cc,Automatic,2012,,,,,,,,,,,,,,,,
2015 Maruti Celerio VXI Optional,₹3.25 Lakh,"Rahatani, Pune",Nov 2015,Comprehensive,Petrol,5 Seats,"31,000 Kms",Navi Mumbai,First Owner,998 cc,Manual,2015,,,,,,,,,,,,,,,,
2014 Maruti Swift Dzire VXI,₹3.78 Lakh,"Hadapsar, Pune",Apr 2014,Comprehensive,Petrol,5 Seats,"52,376 Kms",Pune,Second Owner,1197 cc,Manual,2014,1197 cc,,83.14 bhp,20.85 kmpl,Petrol,,,,,,,,,,,
2022 Hyundai Venue S,₹7.61 Lakh,"Wagholi, Pune",Mar 2022,Comprehensive,Petrol,5 Seats,"29,771 Kms",Pune,First Owner,1197 cc,Manual,2022,1197 cc,,81.86 bhp,17.52 kmpl,Petrol,FWD,,,,,,,,,,
2010 Hyundai i10 Magna 1.2,₹2.40 Lakh,"Bavdhan, Pune",May 2010,Third Party,Petrol,5 Seats,"67,800 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2010,1197 cc,,78.9 bhp,20.36 kmpl,Petrol,,,,3585mm,,,,,,,
2021 Hyundai Aura SX option Diesel,₹7.75 Lakh,"Dehu Road Cantt, Pune",Aug 2021,Comprehensive,Diesel,5 Seats,"48,879 Kms",Kolhapur,First Owner,1186 cc,Manual,2021,1186 cc,,73.97 bhp,25.35 kmpl,Diesel,,,2,,,,,,,,
2015 Mahindra Scorpio Getaway,₹9.45 Lakh,"Chinchwadgaon, Pune",Nov 2015,Expired,Diesel,5 Seats,"1,38,000 Kms",Thane,Second Owner,2179 cc,Manual,2015,2179 cc,180mm,120 bhp,11 kmpl,,RWD,,,,,,,,,,
2013 Jaguar XF 2.2 Litre Luxury,₹14.49 Lakh,"City, Pune",Mar 2013,Comprehensive,Diesel,5 Seats,"69,000 Kms",Pimpri chinchwad,First Owner,2179 cc,Automatic,2013,,,,,,,,,,,,,,,,
2021 Tata Tigor 1.2 Revotron XZ,₹6.48 Lakh,"Wakad, Pune",Oct 2021,Comprehensive,Petrol,5 Seats,"11,353 Kms",Pune,First Owner,1199 cc,Manual,2021,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2021 Honda Amaze VX i-VTEC,₹7.66 Lakh,"Wakad, Pune",Aug 2021,Expired,Petrol,5 Seats,"36,438 Kms",Pune,First Owner,1198 cc,Manual,2021,1198 cc,,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,
2019 Maruti Wagon R CNG LXI Opt BSIV,₹5.35 Lakh,"Market Yard, Pune",Jan 2020,Comprehensive,CNG,5 Seats,"51,000 Kms",Pune,First Owner,998 cc,Manual,2019,,,,,,,,,,,,,,,,
2019 Honda WR-V i-DTEC VX,₹8.25 Lakh,"Chinchwadgaon, Pune",Jul 2019,Expired,Diesel,5 Seats,"71,000 Kms",Pimpri chinchwad,First Owner,1498 cc,Manual,2019,1498 cc,188mm,98.6 bhp,25.5 kmpl,,FWD,,,,,,,,,,
2017 Tata Tigor 1.2 Revotron XZ,₹4.34 Lakh,"Wakad, Pune",Aug 2017,Comprehensive,Petrol,5 Seats,"61,253 Kms",Pimpri chinchwad,Second Owner,1199 cc,Manual,2017,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2014 Hyundai Grand i10 AT Sportz,₹4.60 Lakh,"Pashan, Pune",Oct 2014,Expired,Petrol,5 Seats,"68,665 Kms",Pune,First Owner,1197 cc,Automatic,2014,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,
2017 Maruti Baleno 1.2 Zeta,₹5.50 Lakh,"Balewadi, Pune",May 2017,Comprehensive,Petrol,5 Seats,"57,000 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2017 Tata Hexa XT,₹8.50 Lakh,"Kharadi, Pune",Dec 2017,Third Party,Diesel,7 Seats,"1,12,000 Kms",Nagpur,First Owner,2179 cc,Manual,2017,,,,,,,,,,,,,,,,
2018 Tata Tiago 1.2 Revotron XZA,₹4.60 Lakh,"Pashan, Pune",Nov 2018,Third Party,Petrol,5 Seats,"58,000 Kms",Pune,First Owner,1199 cc,Automatic,2018,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2015 Maruti Celerio VXI,₹3.65 Lakh,"Aundh, Pune",Jul 2015,Third Party,Petrol,5 Seats,"55,200 Kms",Pune,First Owner,998 cc,Manual,2015,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,
2022 Maruti Celerio ZXI Plus AMT BSVI,₹6.35 Lakh,"Undri, Pune",Apr 2022,Third Party,Petrol,5 Seats,"12,608 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2022,998 cc,,65.71 bhp,26 kmpl,Petrol,,,2,,,,,,,,
2015 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,₹10.49 Lakh,"Shaniwar Peth, Pune",Feb 2015,Third Party,Diesel,7 Seats,"1,75,000 Kms",karad,Second Owner,2494 cc,Manual,2015,2494 cc,,100.6 bhp,,Diesel,,7,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹4.48 Lakh,"Wakad, Pune",Sept 2017,Comprehensive,Petrol,5 Seats,"32,936 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2013 Honda City i VTEC S,₹3.95 Lakh,"Balewadi, Pune",Jun 2013,Comprehensive,Petrol,5 Seats,"74,000 Kms",Pune,First Owner,1497 cc,Manual,2013,1497 cc,,117.3 bhp,17.4 kmpl,Petrol,,,,,,,,,,,
2014 Honda Amaze EX i-Vtech,₹3.25 Lakh,"Chikhlee B.O, Pune",Jun 2014,Expired,Petrol,5 Seats,"88,000 Kms",Pune,Second Owner,1198 cc,Manual,2014,1198 cc,,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,
2011 Hyundai i10 Sportz,₹2.11 Lakh,Pune,2011,Expired,Petrol,5 Seats,"74,000 Kms",Pune,Second Owner,1197 cc,Manual,2011,1197 cc,,78.9 bhp,20.36 kmpl,Petrol,,,,3585mm,,,,,,,
2012 Maruti Ritz VDi,₹2.50 Lakh,"Balewadi, Pune",Jul 2012,Expired,Diesel,5 Seats,"1,00,000 Kms",panvel,Second Owner,1248 cc,Manual,2012,1248 cc,,73.94 bhp,23.2 kmpl,Diesel,,,,3775mm,,,,,,,
2011 Maruti Wagon R LXI BS IV,₹2.30 Lakh,"Vimannagar, Pune",Mar 2012,Comprehensive,Petrol,5 Seats,"68,000 Kms",Pune,Third Owner,998 cc,Manual,2011,998 cc,,67.1 bhp,18.9 kmpl,Petrol,,,,3595mm,,,,,,,
2019 Hyundai i20 Sportz Plus BSIV,₹6.50 Lakh,"Khondhwa KH, Pune",Aug 2019,Comprehensive,Petrol,5 Seats,"65,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2019,1197 cc,,81.86 bhp,18.6 kmpl,Petrol,,,2,,,,,,,,
2019 Maruti Celerio VXI Optional MT BSIV,₹4.25 Lakh,"Kothrud, Pune",Oct 2019,Comprehensive,Petrol,5 Seats,"26,000 Kms",Pimpri chinchwad,Second Owner,998 cc,Manual,2019,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,2,,,,,,,,
2021 Toyota Yaris G CVT,₹9.45 Lakh,"Dehu Road Cantt, Pune",Apr 2021,Comprehensive,Petrol,5 Seats,"3,650 Kms",Pune,First Owner,1496 cc,Automatic,2021,1496 cc,,105.94 bhp,17.8 kmpl,Petrol,,,3,,,,,,,,
2018 Hyundai i20 Active SX Diesel,₹7.75 Lakh,"Chinchwadgaon, Pune",Jul 2018,Expired,Diesel,5 Seats,"38,000 Kms",Pune,First Owner,1396 cc,Manual,2018,1396 cc,,88.76 bhp,21.19 kmpl,Diesel,,,6,,,,,,,,
2020 Kia Sonet GTX Plus Turbo DCT,₹11.25 Lakh,"Kothrud, Pune",May 2020,Expired,Petrol,5 Seats,"22,000 Kms",Pune,First Owner,998 cc,Automatic,2020,998 cc,,118.35 bhp,18.3 kmpl,Petrol,2WD,5,,,,,,,,,
2019 Maruti Swift Dzire AMT ZXI Plus,₹6.75 Lakh,"Chinchwadgaon, Pune",Mar 2020,Expired,Petrol,5 Seats,"31,000 Kms",Pune,First Owner,1197 cc,Automatic,2019,1197 cc,,81.80 bhp,21.21 kmpl,Petrol,,,2,,,,,,,,
2015 Audi A6 35 TDI,₹18.50 Lakh,"Baner, Pune",Feb 2016,Comprehensive,Diesel,5 Seats,"53,000 Kms",Pune,First Owner,1968 cc,Automatic,2015,1968 cc,,187.74 bhp,18.53 kmpl,Diesel,,,,,,,,,,,
2018 Honda Jazz 1.2 VX i VTEC,₹5 Lakh,"Rahatani, Pune",Mar 2018,Third Party,Petrol,5 Seats,"32,000 Kms",Pune,First Owner,1199 cc,Manual,2018,1199 cc,,88.7 bhp,18.7 kmpl,Petrol,,,,3955mm,,,,,,,
2016 Maruti Baleno 1.2 Delta,₹4.75 Lakh,"Kothrud, Pune",Oct 2016,Expired,Petrol,5 Seats,"93,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2016,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2017 Maruti Celerio ZXI AT Optional,₹4.49 Lakh,"Bavdhan, Pune",Aug 2017,Comprehensive,Petrol,5 Seats,"75,000 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2017,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,
2017 Maruti Celerio ZXI,₹4.45 Lakh,"Dehu Road Cantt, Pune",Jan 2018,Comprehensive,Petrol,5 Seats,"41,580 Kms",Pimpri chinchwad,First Owner,998 cc,Manual,2017,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,
2019 Honda City ZX MT,₹9.75 Lakh,"Pashan, Pune",Jan 2020,Expired,Petrol,5 Seats,"33,000 Kms",Pimpri chinchwad,First Owner,1497 cc,Manual,2019,1497 cc,,117.6 bhp,17.4 kmpl,Petrol,,,6,,,,,,,,
2022 Kia Carens Prestige Diesel BSVI,₹12 Lakh,Pune,2022,Expired,Diesel,7 Seats,"50,000 Kms",Bhopal,First Owner,1493 cc,Manual,2022,1493 cc,,113.42 bhp,,Diesel,,"6, 7",6,,3 Star,,,,,,
2016 Renault KWID RXT,₹2.75 Lakh,Pune,2016,Expired,Petrol,5 Seats,"60,000 Kms",Pune,Second Owner,799 cc,Manual,2016,799 cc,,53.3 bhp,25.17 kmpl,Petrol,,,,3679mm,,,,,,,
2014 Tata Altroz XT Diesel,₹3.78 Lakh,"Hadapsar, Pune",Dec 2014,Comprehensive,Diesel,,"44,094 Kms",karad,Second Owner,1497 cc,Manual,2014,,,,,,,,,,,,,,,,
2015 Honda Amaze SX i-DTEC,₹3.75 Lakh,"Yerwada, Pune",Apr 2015,Comprehensive,Diesel,5 Seats,"75,000 Kms",Pimpri chinchwad,Second Owner,1498 cc,Manual,2015,1498 cc,,98.6 bhp,25.8 kmpl,Diesel,,,,,,,,,,,
