title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Seating Capacity,Drive Type,Mileage,Fuel,No. of Airbags,Length,Ground Clearance,Top Speed,Range,Battery Capacity,Charging Time DC,Charging Time AC,Regenerative Braking Levels,Boot Space,Global NCAP Safety Rating
2018 Honda Amaze E i-VTEC,₹4.60 Lakh,Chennai,2018,Expired,Petrol,5 Seats,"50,000 Kms",Chennai,First Owner,1198 cc,Manual,2018,1198 cc,86.7 bhp,,,17.8 kmpl,Petrol,,,,,,,,,,,
2014 Mercedes-Benz E-Class E250 CDI,₹22.50 Lakh,"Kottivakkam, Chennai",Jan 2016,Comprehensive,Diesel,5 Seats,"70,000 Kms",Chennai,First Owner,2143 cc,Automatic,2014,2143 cc,204 bhp,,,13 kmpl,Diesel,,,,,,,,,,,
2024 Audi A6 45 TFSI Technology WO Matrix,₹57 Lakh,"Nandanam, Chennai",,Expired,Petrol,5 Seats,"3,300 Kms",,,1984 cc,Automatic,2024,1984 cc,241.3 bhp,,FWD,,Petrol,,,,250 kmph,,,,,,,
2015 Honda Jazz 1.2 V i VTEC,₹3.90 Lakh,"Koyambedu, Chennai",Dec 2015,Expired,Petrol,5 Seats,"1,32,000 Kms",Chennai,Second Owner,1199 cc,Manual,2015,1199 cc,88.7 bhp,,,18.7 kmpl,Petrol,,3955mm,,,,,,,,,
2021 Nissan Magnite XE BSVI,₹5.60 Lakh,"Pr. Accountant General S.O, Chennai",Feb 2022,Comprehensive,Petrol,5 Seats,"9,800 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,71.02 bhp,,,18.75 kmpl,Petrol,,,205,,,,,,,,
2021 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹6.11 Lakh,"Vadapalani, Chennai",Aug 2021,Comprehensive,Petrol,5 Seats,"44,793 Kms",Chennai,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2019 Hyundai Elantra 2.0 SX Option AT,₹11.75 Lakh,"Thygaraya Nagar, Chennai",Aug 2019,Comprehensive,Petrol,5 Seats,"39,000 Kms",Chennai,First Owner,1999 cc,Automatic,2019,1999 cc,149.92 bhp,,,14.62 kmpl,Petrol,,,,,,,,,,,
2018 Hyundai Creta 1.6 VTVT E,₹7.30 Lakh,"Anna Nagar, Chennai",Apr 2018,Comprehensive,Petrol,5 Seats,"55,969 Kms",Chennai,Second Owner,1591 cc,Manual,2018,1591 cc,121.3 bhp,,FWD,15.29 kmpl,,,,190mm,,,,,,,,
2017 Hyundai Creta SX,₹7.77 Lakh,"Vadapalani, Chennai",Jun 2017,Comprehensive,Petrol,5 Seats,"88,587 Kms",Chennai,First Owner,1497 cc,Manual,2017,1497 cc,113.18 bhp,5,2WD,17 kmpl,Petrol,,,,,,,,,,,
2015 Honda City i VTEC V,₹5.05 Lakh,"Thiruverkadu, Chennai",Mar 2015,Comprehensive,Petrol,5 Seats,"92,147 Kms",Chennai,First Owner,1497 cc,Manual,2015,1497 cc,117.3 bhp,,,17.4 kmpl,Petrol,,,,,,,,,,,
2019 Kia Seltos GTX Plus DCT,₹10.69 Lakh,"Thiruverkadu, Chennai",Oct 2019,Expired,Petrol,5 Seats,"46,987 Kms",Chennai,First Owner,1353 cc,Automatic,2019,1353 cc,138.08 bhp,5,FWD,16.5 kmpl,Petrol,,,,,,,,,,,
2018 Honda City i-VTEC VX,₹6.50 Lakh,Chennai,2018,Expired,Petrol,5 Seats,"1,20,000 Kms",,Second Owner,1497 cc,Manual,2018,1497 cc,117.6 bhp,,,17.4 kmpl,Petrol,2,,,,,,,,,,
2018 Volkswagen Vento 1.5 TDI Comfortline,₹7.60 Lakh,Chennai,2018,Expired,Diesel,5 Seats,"80,000 Kms",Madurai,First Owner,1498 cc,Manual,2018,1498 cc,108.6 bhp,,,22.27 kmpl,Diesel,,,,,,,,,,,
2022 Maruti Wagon R ZXI AMT 1.2,₹6.45 Lakh,"Medavakkam, Chennai",Mar 2022,Comprehensive,Petrol,5 Seats,"8,000 Kms",Chennai,First Owner,1197 cc,Automatic,2022,1197 cc,81.80 bhp,,,20.52 kmpl,Petrol,2,,,,,,,,,,
2019 Maruti Celerio VXI,₹3.89 Lakh,"Vadapalani, Chennai",Nov 2019,Comprehensive,Petrol,5 Seats,"97,733 Kms",Chengalpattu,First Owner,998 cc,Manual,2019,998 cc,67.05 bhp,,,21.63 kmpl,Petrol,1,,,,,,,,,,
2012 Maruti Ertiga VDI,₹5 Lakh,Chennai,2012,Expired,Diesel,7 Seats,"1,60,000 Kms",Chennai,Third Owner,1248 cc,Manual,2012,1248 cc,88.76 bhp,7,,20.77 kmpl,Diesel,,,,,,,,,,,
2019 Maruti Ertiga VXI,₹9 Lakh,"Medavakkam, Chennai",Feb 2019,Comprehensive,Petrol,7 Seats,"59,000 Kms",Chennai,First Owner,1462 cc,Manual,2019,1462 cc,103.26 bhp,7,,19.01 kmpl,Petrol,,,,,,,,,,,
2012 Honda Brio S MT,₹3.25 Lakh,"Chromepet, Chennai",Jun 2012,Comprehensive,Petrol,5 Seats,"26,000 Kms",Chennai,First Owner,1198 cc,Manual,2012,1198 cc,86.8 bhp,,,19.4 kmpl,Petrol,,3610mm,,,,,,,,,
2018 Hyundai i20 1.2 Magna Executive,₹4.73 Lakh,Chennai,2018,Expired,Petrol,5 Seats,"60,000 Kms",Poonamallee,First Owner,1197 cc,Manual,2018,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2018 BMW X3 xDrive 20d Luxury Line,₹24.90 Lakh,"Anna Nagar West Extension, Chennai",Jul 2018,Comprehensive,Diesel,5 Seats,"1,01,300 Kms",Chennai,First Owner,1995 cc,Automatic,2018,1995 cc,187.7 bhp,,AWD,,Diesel,,,,213 kmph,,,,,,,
2017 Ford Aspire 1.5 TDCi Titanium,₹5.75 Lakh,Chennai,2017,Expired,Diesel,5 Seats,"60,000 Kms",,First Owner,1498 cc,Manual,2017,1498 cc,99 bhp,,,25.83 kmpl,Diesel,,,,,,,,,,,
2017 Honda Jazz 1.2 V AT i VTEC,₹4.72 Lakh,"Thiruverkadu, Chennai",Aug 2017,Third Party,Petrol,5 Seats,"57,049 Kms",Chennai,Second Owner,1199 cc,Automatic,2017,1199 cc,88.7 bhp,,,19 kmpl,Petrol,,3955mm,,,,,,,,,
2018 Mahindra XUV500 W11 FWD Diesel,₹12.50 Lakh,"Ashoknagar, Chennai",Sept 2018,Comprehensive,Diesel,7 Seats,"1,25,000 Kms",Chennai,Second Owner,2179 cc,Manual,2018,2179 cc,152.87 bhp,7,FWD,15.1 kmpl,,,,200mm,,,,,,,,
2022 Kia Sonet HTX Diesel Anniversary Edition,₹9.60 Lakh,"Thiruverkadu, Chennai",Mar 2022,Zero Dep,Diesel,5 Seats,"36,062 Kms",Chennai,First Owner,1493 cc,Manual,2022,1493 cc,98.63 bhp,,FWD,,Diesel,4,,,,,,,,,,
2018 Maruti Baleno 1.2 Zeta,₹5.51 Lakh,"Thiruverkadu, Chennai",Jan 2019,Zero Dep,Petrol,5 Seats,"32,908 Kms",Chennai,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,,,21.4 kmpl,Petrol,,3995mm,,,,,,,,,
2019 Mercedes-Benz GLS 350d 4MATIC,₹66 Lakh,"Thygaraya Nagar, Chennai",Jun 2019,Comprehensive,Diesel,7 Seats,"85,000 Kms",Chennai,First Owner,2987 cc,Automatic,2019,2987 cc,258 bhp,,AWD,,Diesel,,,,222 kmph,,,,,,,
2020 Maruti Baleno Delta,₹6.50 Lakh,Chennai,2020,Expired,Petrol,5 Seats,"50,000 Kms",Chennai,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,,,21.01 kmpl,Petrol,2,,,,,,,,,,
2018 Maruti Celerio VXI AMT BSIV,₹4.60 Lakh,"Chromepet, Chennai",Dec 2018,Comprehensive,Petrol,5 Seats,"39,382 Kms",Chennai,First Owner,998 cc,Automatic,2018,998 cc,67.04 bhp,,,23.1 kmpl,Petrol,1,,,,,,,,,,
2014 Maruti Wagon R VXI,₹3.60 Lakh,"MEENAMBAKKAM, Chennai",Jul 2014,Comprehensive,Petrol,5 Seats,"46,346 Kms",Chennai,First Owner,998 cc,Manual,2014,998 cc,67.05 bhp,,,21.79 kmpl,Petrol,1,,,,,,,,,,
2019 Maruti Swift VXI,₹6.20 Lakh,"Koyambedu, Chennai",Nov 2019,Comprehensive,Petrol,5 Seats,"17,000 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,21.21 kmpl,Petrol,2,,,,,,,,,,
2015 Honda City i VTEC SV,₹4.74 Lakh,"Thiruverkadu, Chennai",Dec 2015,Expired,Petrol,5 Seats,"87,976 Kms",Vellore,First Owner,1497 cc,Manual,2015,1497 cc,117.3 bhp,,,17.4 kmpl,Petrol,,,,,,,,,,,
2022 Renault Kiger RXT AMT,₹8 Lakh,Chennai,2022,Expired,Petrol,5 Seats,"10,000 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,71.01 bhp,,,19.03 kmpl,Petrol,,,205,,,,,,,,
2018 Maruti Baleno 1.2 CVT Alpha,₹5.98 Lakh,"Thiruverkadu, Chennai",Oct 2018,Zero Dep,Petrol,5 Seats,"80,799 Kms",Chennai,First Owner,1197 cc,Automatic,2018,1197 cc,83.1 bhp,,,21.4 kmpl,Petrol,,3995mm,,,,,,,,,
2016 Renault KWID RXT Optional,₹3.15 Lakh,"Thygaraya Nagar, Chennai",Jan 2017,Comprehensive,Petrol,5 Seats,"50,570 Kms",Chennai,Second Owner,799 cc,Manual,2016,799 cc,53.3 bhp,,,25.17 kmpl,Petrol,1,,,,,,,,,,
2013 Hyundai i20 Asta 1.2,₹3.20 Lakh,Chennai,2013,Expired,Petrol,5 Seats,"70,000 Kms",Poonamallee,Second Owner,1197 cc,Manual,2013,1197 cc,82.85 bhp,,,18.5 kmpl,Petrol,,3995mm,,,,,,,,,
2021 Skoda Kushaq 1.0 TSI Style BSVI,₹12.75 Lakh,"Medavakkam, Chennai",Nov 2021,Comprehensive,Petrol,5 Seats,"17,000 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,113.98 bhp,5,FWD,19.2 kmpl,,,,188mm,,,,,,,,
2019 Honda City V MT AVN,₹6.95 Lakh,"MEENAMBAKKAM, Chennai",Jul 2019,Comprehensive,Petrol,5 Seats,"94,311 Kms",Chennai,First Owner,1497 cc,Manual,2019,1497 cc,116.3 bhp,,,16.8 kmpl,Petrol,,,,,,,,,,,
2022 Hyundai Venue SX,₹9.12 Lakh,"Airport, Chennai",Nov 2022,Comprehensive,Petrol,5 Seats,"63,531 Kms",Chennai,Second Owner,1197 cc,Manual,2022,1197 cc,82 bhp,,FWD,20.36 kmpl,Petrol,,,,,,,,,,,4 Star
2018 Maruti Swift Dzire ZXI Plus,₹6.55 Lakh,"MEENAMBAKKAM, Chennai",May 2018,Comprehensive,Petrol,5 Seats,"62,404 Kms",Chennai,First Owner,1197 cc,Manual,2018,1197 cc,81.80 bhp,,,21.21 kmpl,Petrol,2,,,,,,,,,,
2016 Maruti Swift Dzire ZDI,₹5.94 Lakh,"Vadapalani, Chennai",Feb 2016,Comprehensive,Diesel,5 Seats,"1,21,510 Kms",hosur,First Owner,1248 cc,Manual,2016,1248 cc,74 bhp,,,26.59 kmpl,Diesel,,,,,,,,,,,
2016 Land Rover Range Rover Sport Autobiography,₹83 Lakh,"Kottivakkam, Chennai",Jan 2018,Comprehensive,Petrol,5 Seats,"45,000 Kms",Chennai,First Owner,4999 cc,Automatic,2016,4999 cc,517.63 bhp,5,4WD,7.24 kmpl,,,,295mm,,,,,,,,
2019 Maruti Swift VXI,₹5.25 Lakh,Chennai,2019,Expired,Petrol,5 Seats,"50,000 Kms",Chennai,Second Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,21.21 kmpl,Petrol,2,,,,,,,,,,
2010 Skoda Fabia 1.2 MPI Classic,₹1 Lakh,Chennai,2010,Expired,Petrol,5 Seats,"70,000 Kms",Chennai,Second Owner,1198 cc,Manual,2010,1198 cc,70 bhp,,,17.5 kmpl,Petrol,,3992mm,,,,,,,,,
2022 Kia Sonet GTX Plus Diesel BSVI,₹11.50 Lakh,"Ashoknagar, Chennai",Jul 2022,Comprehensive,Diesel,5 Seats,"40,000 Kms",Chennai,First Owner,1493 cc,Manual,2022,1493 cc,98.63 bhp,5,FWD,,Diesel,6,,,,,,,,,,
2018 Jeep Compass 2.0 Limited,₹11 Lakh,"Ashoknagar, Chennai",Oct 2018,Comprehensive,Diesel,5 Seats,"94,000 Kms",Chennai,Second Owner,1956 cc,Manual,2018,1956 cc,170 bhp,5,4X2,17.1 kmpl,,,,178mm,,,,,,,,
2018 BMW X3 xDrive 20d Luxury Line,₹29.90 Lakh,"Peelamedu, Coimbatore",Sept 2018,Comprehensive,Diesel,5 Seats,"93,581 Kms",Pondicherry,First Owner,1995 cc,Automatic,2018,1995 cc,187.7 bhp,,AWD,,Diesel,,,,213 kmph,,,,,,,
2019 Honda City i-VTEC CVT ZX,₹8.52 Lakh,"Ganapathipuram, Chennai",May 2019,Comprehensive,Petrol,5 Seats,"53,120 Kms",Chennai,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,,,18 kmpl,Petrol,6,,,,,,,,,,
2023 Honda City ZX MT,₹15.50 Lakh,Chennai,2023,Expired,Petrol,5 Seats,"20,000 Kms",Chennai,First Owner,1498 cc,Manual,2023,1498 cc,119.35 bhp,,,18.6 kmpl,Petrol,6,,,,,,,,,,
2021 Maruti Swift VXI AMT,₹5.92 Lakh,"Thiruverkadu, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"75,274 Kms",Chennai,First Owner,1197 cc,Automatic,2021,1197 cc,88.50 bhp,,,22.56 kmpl,Petrol,,,,,,,,,,268 Litres,
2016 Ford Aspire 1.2 Ti-VCT Titanium,₹3.60 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Petrol,5 Seats,"77,728 Kms",Chennai,Second Owner,1196 cc,Manual,2016,1196 cc,86.8 bhp,,,18.16 kmpl,Petrol,,,,,,,,,,,
2019 Hyundai Venue S,₹7.25 Lakh,"Thygaraya Nagar, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"11,000 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,,FWD,17.52 kmpl,Petrol,,,,,,,,,,,
2017 Maruti Ciaz 1.3 Delta,₹7.25 Lakh,Chennai,2017,Expired,Diesel,5 Seats,"80,000 Kms",Chennai,First Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,,,28.09 kmpl,Diesel,,,,,,,,,,,
2013 Maruti Ertiga VXI ABS,₹6.25 Lakh,Chennai,2013,Expired,Petrol,7 Seats,"60,000 Kms",red hills,First Owner,1373 cc,Manual,2013,1373 cc,93.7 bhp,7,,16.02 kmpl,Petrol,,,,,,,,,,,
2021 Hyundai Santro Sportz,₹4.25 Lakh,"Vadapalani, Chennai",Jul 2021,Comprehensive,Petrol,5 Seats,"59,870 Kms",Erode,Second Owner,1086 cc,Manual,2021,1086 cc,68.05 bhp,,,20.3 kmpl,Petrol,2,,,,,,,,,,
2015 Mercedes-Benz S-Class S 350 CDI,₹42 Lakh,Chennai,2015,Expired,Diesel,5 Seats,"60,000 Kms",Chengalpattu,Second Owner,2987 cc,Automatic,2015,2987 cc,254.79 bhp,,RWD,,Diesel,,,,250 kmph,,,,,,,
2021 Renault Triber RXZ BSVI,₹5.35 Lakh,"Koyambedu, Chennai",Dec 2021,Comprehensive,Petrol,7 Seats,"37,000 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,71.01 bhp,7,,20 kmpl,Petrol,,,,,,,,,,,
2012 Maruti Wagon R VXI,₹3.10 Lakh,"MEENAMBAKKAM, Chennai",Nov 2012,Expired,Petrol,5 Seats,"74,346 Kms",Chennai,First Owner,998 cc,Manual,2012,998 cc,67.1 bhp,,,18.9 kmpl,Petrol,,3595mm,,,,,,,,,
2022 Skoda Kushaq 1.0 TSI Ambition AT BSVI,₹10.60 Lakh,Chennai,2022,Expired,Petrol,5 Seats,"30,000 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,113.98 bhp,5,FWD,17.2 kmpl,,,,188mm,,,,,,,,
2019 Porsche Macan 3.0 Twin Turbo V6,₹60 Lakh,"Kottivakkam, Chennai",Mar 2019,Comprehensive,Petrol,5 Seats,"75,001 Kms",red hills,First Owner,2997 cc,Automatic,2019,2997 cc,350 bhp,,AWD,,Petrol,,,,254 kmph,,,,,,,
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹7.46 Lakh,"Thiruverkadu, Chennai",Jul 2019,Expired,Petrol,5 Seats,"65,321 Kms",Chennai,First Owner,998 cc,Automatic,2019,998 cc,118.35 bhp,,FWD,18.15 kmpl,Petrol,,,,,,,,,,,
2018 Skoda Superb LK 1.8 TSI AT,₹19 Lakh,"Anna Nagar, Chennai",Mar 2018,Comprehensive,Petrol,5 Seats,"60,000 Kms",Chennai,First Owner,1798 cc,Automatic,2018,1798 cc,177.46 bhp,,,14.67 kmpl,Petrol,8,,,,,,,,,,
2024 Maruti Baleno Alpha,₹10.50 Lakh,Chennai,2024,Expired,Petrol,5 Seats,"10,000 Kms",TG07,First Owner,1197 cc,Manual,2024,1197 cc,88.50 bhp,,,22.35 kmpl,Petrol,,,,,,,,,,318 Litres,
2021 Hyundai Venue SX Turbo iMT,₹7.90 Lakh,"Vadapalani, Chennai",Mar 2021,Zero Dep,Petrol,5 Seats,"48,662 Kms",Chennai,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,,FWD,18 kmpl,Petrol,,,,,,,,,,,
2011 BMW 5 Series 525d Sedan,₹13 Lakh,"Ashoknagar, Chennai",Jun 2011,Comprehensive,Diesel,5 Seats,"1,30,000 Kms",red hills,Second Owner,2993 cc,Automatic,2011,2993 cc,218 bhp,5,,,Diesel,,,,236km/hr kmph,,,,,,,
2020 Hyundai Venue SX Plus Turbo DCT,₹9.37 Lakh,"Vadapalani, Chennai",Feb 2020,Comprehensive,Petrol,5 Seats,"28,251 Kms",Chennai,First Owner,998 cc,Automatic,2020,998 cc,118.35 bhp,,FWD,18.15 kmpl,Petrol,,,,,,,,,,,
2017 Honda City i-VTEC CVT V,₹6.49 Lakh,"Vadapalani, Chennai",Jul 2017,Comprehensive,Petrol,5 Seats,"61,403 Kms",Chennai,Second Owner,1497 cc,Automatic,2017,1497 cc,117.6 bhp,,,18 kmpl,Petrol,2,,,,,,,,,,
2016 Land Rover Discovery Sport TD4 HSE,₹24.50 Lakh,"Kottivakkam, Chennai",Jan 2016,Comprehensive,Diesel,5 Seats,"50,100 Kms",Chennai,Third Owner,1999 cc,Automatic,2016,1999 cc,147.5 bhp,,4WD,,Diesel,,,,180 kmph,,,,,,,
2014 Hyundai i20 Asta 1.2,₹4.90 Lakh,"Chromepet, Chennai",Nov 2014,Comprehensive,Petrol,5 Seats,"66,213 Kms",Chennai,First Owner,1197 cc,Manual,2014,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2012 BMW 3 Series 320d,₹15 Lakh,Chennai,2012,Expired,Diesel,5 Seats,"70,000 Kms",Chennai,Third Owner,1995 cc,Automatic,2012,1995 cc,,,,13.2 kmpl,Diesel,,,,,,,,,,,
2014 Honda Brio S MT,₹3.20 Lakh,"MEENAMBAKKAM, Chennai",Jul 2017,Comprehensive,Petrol,5 Seats,"75,091 Kms",Chennai,First Owner,1198 cc,Manual,2014,1198 cc,86.8 bhp,,,19.4 kmpl,Petrol,,3610mm,,,,,,,,,
2015 Hyundai EON Era Plus,₹2.90 Lakh,"Anna Nagar, Chennai",Jun 2015,Comprehensive,Petrol,5 Seats,"28,000 Kms",Chennai,First Owner,814 cc,Manual,2015,814 cc,55.2 bhp,,,21.1 kmpl,Petrol,,3495mm,,,,,,,,,
2020 Mercedes-Benz GLC 220d 4MATIC,₹36.90 Lakh,"Peelamedu, Coimbatore",Jun 2020,Comprehensive,Diesel,5 Seats,"92,961 Kms",Cuddalore,Second Owner,1950 cc,Automatic,2020,1950 cc,194 bhp,,AWD,,Diesel,,,,215 kmph,,,,,,,
2013 Honda Brio S MT,₹2.48 Lakh,Chennai,2013,Expired,Petrol,5 Seats,"90,000 Kms",Chennai,Second Owner,1198 cc,Manual,2013,1198 cc,86.8 bhp,,,19.4 kmpl,Petrol,,3610mm,,,,,,,,,
2012 Chevrolet Beat Diesel LT Option,₹1.42 Lakh,Chennai,2012,Expired,Diesel,5 Seats,"90,000 Kms",,Second Owner,936 cc,Manual,2012,936 cc,57.6 bhp,,,25.44 kmpl,Diesel,,3640mm,,,,,,,,,
2017 BMW X3 xDrive20d Expedition,₹20 Lakh,"Ashoknagar, Chennai",May 2017,Comprehensive,Diesel,5 Seats,"1,56,000 Kms",Chennai,First Owner,1995 cc,Automatic,2017,1995 cc,190 bhp,5,4WD,,Diesel,,,,210 kmph,,,,,,,
2018 Honda Jazz 1.2 V i VTEC,₹5.02 Lakh,"Ganapathipuram, Chennai",Dec 2018,Zero Dep,Petrol,5 Seats,"49,636 Kms",Chennai,First Owner,1199 cc,Manual,2018,1199 cc,88.7 bhp,,,18.7 kmpl,Petrol,,3955mm,,,,,,,,,
2021 Renault KWID Climber 1.0 MT Opt,₹4.57 Lakh,"Airport, Chennai",Apr 2021,Comprehensive,Petrol,5 Seats,"34,446 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,67 bhp,,,21.74 kmpl,Petrol,2,,,,,,,,,,
2021 Maruti Celerio VXI BSVI,₹4.38 Lakh,"Ganapathipuram, Chennai",Feb 2021,Expired,Petrol,5 Seats,"63,917 Kms",Chennai,Second Owner,998 cc,Manual,2021,998 cc,65.71 bhp,,,25.24 kmpl,Petrol,2,,,,,,,,,,
2021 Volkswagen Taigun 1.0 TSI Topline BSVI,₹10.90 Lakh,"Anna Nagar, Chennai",Jan 2022,Comprehensive,Petrol,5 Seats,"56,000 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,113.98 bhp,5,,20.08 kmpl,Petrol,,,188,,,,,,,,
2020 Honda Amaze S Petrol,₹6.60 Lakh,"MEENAMBAKKAM, Chennai",Dec 2020,Expired,Petrol,5 Seats,"43,607 Kms",Chennai,First Owner,1199 cc,Manual,2020,1199 cc,88.76 bhp,,,18.6 kmpl,Petrol,2,,,,,,,,,,
2016 Tata Tiago 1.2 Revotron XT,₹3.60 Lakh,Chennai,2016,Expired,Petrol,5 Seats,"80,000 Kms",Chennai,First Owner,1199 cc,Manual,2016,1199 cc,84 bhp,,,23.84 kmpl,Petrol,,3746mm,,,,,,,,,
2014 Renault Duster 85PS Diesel RxE,₹4.90 Lakh,"Medavakkam, Chennai",Jun 2014,Comprehensive,Diesel,5 Seats,"86,000 Kms",Chennai,Second Owner,1461 cc,Manual,2014,1461 cc,83.8 bhp,,FWD,20.45 kmpl,,,,205mm,,,,,,,,
2019 Maruti Baleno Alpha Diesel,₹5.78 Lakh,"Vadapalani, Chennai",Oct 2019,Comprehensive,Diesel,5 Seats,"1,11,994 Kms",Chennai,First Owner,1248 cc,Manual,2019,1248 cc,74 bhp,,,27.39 kmpl,Diesel,2,,,,,,,,,,
2016 Maruti Alto 800 LXI,₹2.65 Lakh,"Thiruverkadu, Chennai",Apr 2016,Comprehensive,Petrol,5 Seats,"43,769 Kms",Chennai,First Owner,796 cc,Manual,2016,796 cc,47.33 bhp,,,22.05 kmpl,Petrol,1,,,,,,,,,,
2019 Renault Duster SANDSTORM RXS 110 PS,₹7.95 Lakh,"Vadapalani, Chennai",Feb 2020,Comprehensive,Diesel,5 Seats,"78,210 Kms",Salem,First Owner,1461 cc,Manual,2019,1461 cc,108.45 bhp,,FWD,20 kmpl,Diesel,,,,,,,,,,,
2013 Maruti Ertiga VXI ABS,₹5.75 Lakh,Chennai,2013,Expired,Petrol,7 Seats,"60,000 Kms",red hills,First Owner,1373 cc,Manual,2013,1373 cc,93.7 bhp,7,,16.02 kmpl,Petrol,,,,,,,,,,,
2017 Mahindra Xylo H8 ABS with Airbags,₹4.50 Lakh,Chennai,2017,Expired,Diesel,8 Seats,"90,000 Kms",Jamnagar,First Owner,2179 cc,Manual,2017,2179 cc,118.3 bhp,8,,,Diesel,2,,,,,,,,,,
2021 Hyundai Venue SX Opt Turbo,₹8.25 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"40,000 Kms",Vellore,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,,FWD,18.27 kmpl,Petrol,,,,,,,,,,,
2017 Volkswagen Polo GT TSI,₹6.68 Lakh,"Vadapalani, Chennai",Feb 2017,Comprehensive,Petrol,5 Seats,"71,289 Kms",Poonamallee,First Owner,1197 cc,Automatic,2017,1197 cc,103.5 bhp,,,17.21 kmpl,Petrol,,3971mm,,,,,,,,,
2021 Maruti Alto 800 VXI BSVI,₹3.70 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"20,000 Kms",,Second Owner,796 cc,Manual,2021,796 cc,47.33 bhp,,,22.05 kmpl,Petrol,2,,,,,,,,,,
2017 Ford Figo 1.2P Titanium MT,₹4 Lakh,Chennai,2017,Expired,Petrol,5 Seats,"30,000 Kms",Madurai,First Owner,1196 cc,Manual,2017,,,,,,,,,,,,,,,,,
2014 Ford Ecosport 1.5 Ti VCT MT Titanium,₹4.25 Lakh,"MEENAMBAKKAM, Chennai",Dec 2014,Comprehensive,Petrol,5 Seats,"81,288 Kms",Chennai,First Owner,1499 cc,Manual,2014,1499 cc,110 bhp,,FWD,15.8 kmpl,,,,200mm,,,,,,,,
2017 Maruti Baleno 1.2 CVT Alpha,₹5.13 Lakh,"Ganapathipuram, Chennai",Oct 2017,Comprehensive,Petrol,5 Seats,"82,098 Kms",Chennai,Second Owner,1197 cc,Automatic,2017,1197 cc,83.1 bhp,,,21.4 kmpl,Petrol,,3995mm,,,,,,,,,
2020 Kia Sonet GTX Plus Turbo DCT DT,₹10.25 Lakh,"Anna Nagar West Extension, Chennai",Nov 2020,Comprehensive,Petrol,5 Seats,"33,000 Kms",Chennai,First Owner,998 cc,Automatic,2020,998 cc,118.36 bhp,5,FWD,18.3 kmpl,Petrol,,,,,,,,,,,
2020 Toyota Innova Crysta 2.4 GX 7 STR AT,₹21 Lakh,"Thygaraya Nagar, Chennai",Jul 2020,Comprehensive,Diesel,7 Seats,"45,000 Kms",Chennai,First Owner,2393 cc,Automatic,2020,2393 cc,148 bhp,7,,,Diesel,3,,,,,,,,,,
2016 Tata Tiago 1.2 Revotron XT,₹3.60 Lakh,Chennai,2016,Expired,Petrol,5 Seats,"80,000 Kms",Chennai,First Owner,1199 cc,Manual,2016,1199 cc,84 bhp,,,23.84 kmpl,Petrol,,3746mm,,,,,,,,,
2018 Maruti Baleno Alpha Diesel,₹6.49 Lakh,"Vadapalani, Chennai",Nov 2018,Comprehensive,Diesel,5 Seats,"76,426 Kms",Poonamallee,First Owner,1248 cc,Manual,2018,1248 cc,74 bhp,,,27.39 kmpl,Diesel,2,,,,,,,,,,
2022 Tata Nexon 1.2 Revotron XM,₹8.20 Lakh,"MEENAMBAKKAM, Chennai",Oct 2022,Comprehensive,Petrol,5 Seats,"43,206 Kms",Poonamallee,First Owner,1198 cc,Manual,2022,1198 cc,108.5 bhp,,FWD,17 kmpl,Petrol,,,,,,,,,,,
