title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,No. of Airbags,Length,Seating Capacity,Drive Type,Top Speed,Ground Clearance,Boot Space,Global NCAP Safety Rating,Range,Battery Capacity,Charging Time DC,Charging Time AC
2017 Maruti Baleno 1.3 Delta,₹4.95 Lakh,"Mumatpura, Ahmedabad",Feb 2017,Third Party,Diesel,5 Seats,"77,396 Kms",Ahmedabad,First Owner,1248 cc,Manual,2017,1248 cc,74 bhp,27.39 kmpl,Diesel,,3995mm,,,,,,,,,,
2017 Maruti Baleno 1.3 Zeta,₹5.05 Lakh,"Mumatpura, Ahmedabad",Aug 2017,Zero Dep,Diesel,5 Seats,"83,981 Kms",patan,First Owner,1248 cc,Manual,2017,1248 cc,74 bhp,27.39 kmpl,Diesel,,3995mm,,,,,,,,,,
2020 Maruti Swift VXI,₹6.21 Lakh,"Naranpura Vistar, Ahmedabad",Jan 2021,Comprehensive,Petrol,5 Seats,"52,000 Kms",Surendranagar,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,21.21 kmpl,Petrol,2,,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹4.70 Lakh,"Gota, Ahmedabad",Nov 2018,Comprehensive,Petrol,5 Seats,"24,130 Kms",Ahmedabad,First Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2014 Skoda Rapid 1.5 TDI AT Ambition,₹5.90 Lakh,"Naranpura, Ahmedabad",Dec 2014,Comprehensive,Diesel,5 Seats,"89,000 Kms",Ahmedabad,First Owner,1498 cc,Automatic,2014,1498 cc,103.52 bhp,21.66 kmpl,Diesel,,,,,,,,,,,,
2020 Maruti Alto 800 LXI,₹2.95 Lakh,Ahmedabad,2020,Expired,Petrol,5 Seats,"60,000 Kms",,First Owner,796 cc,Manual,2020,796 cc,47.33 bhp,22.05 kmpl,Petrol,1,,,,,,,,,,,
2014 Mercedes-Benz S-Class S 500 L,₹42.90 Lakh,"Chattarpur, New Delhi",Jan 2014,Comprehensive,Petrol,5 Seats,"81,000 Kms",Nalagarh,First Owner,5461 cc,Automatic,2014,5461 cc,362.9 bhp,7.81 kmpl,Petrol,,,,,,,,,,,,
2017 Audi A6 35 TFSI,₹30 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"40,000 Kms",,First Owner,1798 cc,Automatic,2017,1798 cc,187.74 bhp,,Petrol,,,5,FWD,233 kmph,,,,,,,
2016 Honda Amaze E i-VTEC,₹3.90 Lakh,"Naranpura, Ahmedabad",Aug 2016,Comprehensive,Petrol,5 Seats,"72,000 Kms",Ahmedabad,First Owner,1198 cc,Manual,2016,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2016 Toyota Etios GD,₹4.50 Lakh,"Navrangpura, Ahmedabad",Jun 2016,Comprehensive,Diesel,5 Seats,"65,000 Kms",Ahmedabad,First Owner,1364 cc,Manual,2016,,,,,,,,,,,,,,,,
2017 Volkswagen Vento 1.5 TDI Highline AT,₹6.10 Lakh,"Naranpura, Ahmedabad",Oct 2017,Comprehensive,Diesel,5 Seats,"1,15,000 Kms",Ahmedabad,First Owner,1498 cc,Automatic,2017,1498 cc,108.6 bhp,22.15 kmpl,Diesel,,,,,,,,,,,,
2019 Hyundai Creta 1.6 SX Automatic,₹9.75 Lakh,"Ctm Char Rasta, Ahmedabad",Feb 2019,Third Party,Petrol,5 Seats,"89,800 Kms",Ahmedabad,First Owner,1591 cc,Automatic,2019,1591 cc,121.3 bhp,14.8 kmpl,Petrol,,,5,FWD,,,,,,,,
2016 Honda City i VTEC SV,₹5.65 Lakh,"Naranpura, Ahmedabad",Jul 2016,Comprehensive,Petrol,5 Seats,"57,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2016,1497 cc,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2020 Hyundai i20 Sportz Plus,₹5.88 Lakh,"Mumatpura, Ahmedabad",Sept 2020,Expired,Petrol,5 Seats,"42,071 Kms",patan,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,18.6 kmpl,Petrol,2,,,,,,,,,,,
2013 Hyundai i10 Magna 1.1,₹2.46 Lakh,"Gota, Ahmedabad",Sept 2013,Comprehensive,Petrol,5 Seats,"63,764 Kms",Ahmedabad,Second Owner,1086 cc,Manual,2013,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2021 Maruti Wagon R VXI,₹4.60 Lakh,"Naranpura, Ahmedabad",Jul 2021,Expired,Petrol,5 Seats,"87,000 Kms",Botad,First Owner,998 cc,Manual,2021,998 cc,67.05 bhp,21.79 kmpl,Petrol,1,,,,,,,,,,,
2017 Audi A4 35 TDI Technology,₹22.50 Lakh,"Bhadaj, Ahmedabad",Sept 2017,Comprehensive,Diesel,5 Seats,"96,078 Kms",Ahmedabad,First Owner,1968 cc,Automatic,2017,1968 cc,187.74 bhp,,Diesel,,,5,FWD,237 kmph,,,,,,,
2012 Maruti Wagon R VXI BS IV,₹2.25 Lakh,"Vasna, Ahmedabad",Mar 2012,Expired,Petrol,5 Seats,"1,02,000 Kms",Ahmedabad,Second Owner,998 cc,Manual,2012,998 cc,67.1 bhp,18.9 kmpl,Petrol,,3595mm,,,,,,,,,,
2022 BMW 2 Series 220i M Sport BSVI,₹33.50 Lakh,"Bhadaj, Ahmedabad",Dec 2022,Comprehensive,Petrol,5 Seats,"13,110 Kms",bardoli,First Owner,1998 cc,Automatic,2022,1998 cc,189.08 bhp,14.82 kmpl,Petrol,6,,,,,,,,,,,
2019 Renault Duster SANDSTORM RXS 85 PS,₹6.82 Lakh,"Gota, Ahmedabad",Mar 2020,Comprehensive,Diesel,5 Seats,"91,271 Kms",Ahmedabad,First Owner,1461 cc,Manual,2019,,,,,,,,,,,,,,,,
2011 Volkswagen Vento Diesel Trendline,₹2.70 Lakh,"Navrangpura, Ahmedabad",Nov 2011,Comprehensive,Diesel,5 Seats,"65,000 Kms",Ahmedabad,First Owner,1598 cc,Manual,2011,1598 cc,103.6 bhp,20.54 kmpl,Diesel,,,,,,,,,,,,
2021 Maruti Ertiga BSIV VXI,₹9.19 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2021,Comprehensive,Petrol,7 Seats,"31,000 Kms",Ahmedabad,First Owner,1373 cc,Manual,2021,1373 cc,91.1 bhp,17.5 kmpl,Petrol,,,7,,,,,,,,,
2017 Ford Ecosport 1.5 Diesel Titanium BSIV,₹6.25 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2017,Comprehensive,Diesel,5 Seats,"55,000 Kms",Gandhinagar,First Owner,1498 cc,Manual,2017,1498 cc,98.96 bhp,23 kmpl,,,,,FWD,,200mm,,,,,,
2021 Tata Safari XZ Plus,₹15.53 Lakh,"Gota, Ahmedabad",Jun 2021,Comprehensive,Diesel,7 Seats,"24,472 Kms",Mehsana,First Owner,1956 cc,Manual,2021,1956 cc,167.67 bhp,16.14 kmpl,Diesel,6,,6,,,,,5 Star,,,,
2020 Hyundai Grand i10 Nios AMT Magna,₹6.11 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2020,Comprehensive,Petrol,5 Seats,"27,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2020,1197 cc,81.86 bhp,20.7 kmpl,Petrol,2,,,,,,,,,,,
2018 Renault KWID 1.0 AMT RXT,₹3.29 Lakh,"Gota, Ahmedabad",Apr 2018,Comprehensive,Petrol,5 Seats,"29,637 Kms",Vadodara,First Owner,999 cc,Automatic,2018,999 cc,67 bhp,24.04 kmpl,Petrol,1,,,,,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹5.20 Lakh,"Naranpura Vistar, Ahmedabad",Apr 2019,Comprehensive,Petrol,5 Seats,"57,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2010 Hyundai i10 Magna 1.2,₹1.35 Lakh,Ahmedabad,2010,Expired,Petrol,5 Seats,"1,50,000 Kms",Banaskantha,Second Owner,1197 cc,Manual,2010,1197 cc,78.9 bhp,20.36 kmpl,Petrol,,3585mm,,,,,,,,,,
2013 Maruti Alto 800 LXi,₹2.21 Lakh,"Gota, Ahmedabad",Oct 2013,Expired,Petrol,5 Seats,"49,071 Kms",Ahmedabad,First Owner,796 cc,Manual,2013,796 cc,46.3 bhp,19.7 kmpl,Petrol,,3495mm,,,,,,,,,,
2014 Hyundai i10 Sportz 1.1L,₹2.77 Lakh,Ahmedabad,2014,Expired,Petrol,5 Seats,"90,000 Kms",Ahmedabad,First Owner,1086 cc,Manual,2014,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2024 Hyundai Verna SX Opt Turbo DCT,₹17.25 Lakh,"Paldi, Ahmedabad",Apr 2024,Comprehensive,Petrol,5 Seats,"15,000 Kms",Ahmedabad,First Owner,1482 cc,Automatic,2024,,,,,,,,,,,,,,,,
2011 Hyundai i20 1.2 Magna,₹2.90 Lakh,"Naranpura, Ahmedabad",Apr 2011,Comprehensive,Petrol,5 Seats,"86,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2011,1197 cc,,18.5 kmpl,Petrol,,3940 mm,,,,,,,,,,
2020 Kia Seltos HTK Diesel,₹9.75 Lakh,"Vasna, Ahmedabad",Oct 2020,Expired,Diesel,5 Seats,"68,500 Kms",Ahmedabad,First Owner,1493 cc,Manual,2020,1493 cc,113.43 bhp,20.8 kmpl,Diesel,,,5,FWD,,,,,,,,
2018 BMW X3 xDrive 20d xLine,₹26.90 Lakh,"Chattarpur, New Delhi",Jan 2018,Comprehensive,Diesel,5 Seats,"72,000 Kms",Kolkata,First Owner,1995 cc,Automatic,2018,,,,,,,,,,,,,,,,
2021 Kia Seltos GTX Plus,₹17.25 Lakh,"Paldi, Ahmedabad",Dec 2021,Comprehensive,Petrol,5 Seats,"31,000 Kms",Kheda,First Owner,1353 cc,Manual,2021,1353 cc,138.08 bhp,16.5 kmpl,Petrol,,,5,FWD,,,,,,,,
2021 Maruti Wagon R ZXI 1.2,₹4.47 Lakh,Ahmedabad,2021,Expired,Petrol,5 Seats,"30,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,20.52 kmpl,Petrol,2,,,,,,,,,,,
2019 Maruti Swift AMT VXI,₹5.75 Lakh,"Makarba, Ahmedabad",Feb 2019,Expired,Petrol,5 Seats,"85,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2019,1197 cc,81.80 bhp,21.21 kmpl,Petrol,2,,,,,,,,,,,
2016 Maruti Alto K10 VXI S-CNG,₹2.70 Lakh,"Gota, Ahmedabad",Mar 2016,Comprehensive,CNG,4 Seats,"95,926 Kms",Vadodara,First Owner,998 cc,Manual,2016,998 cc,55.92 bhp,33.85 km/kg,CNG,2,,,,,,,,,,,
2014 Hyundai Verna 1.4 CX VTVT,₹3.77 Lakh,"Naroda, Ahmedabad",Jul 2014,Third Party,Petrol,5 Seats,"64,004 Kms",Ahmedabad,Second Owner,1396 cc,Manual,2014,1396 cc,105.5 bhp,17.43 kmpl,Petrol,,,,,,,,,,,,
2015 Tata Zest Revotron 1.2 XT,₹2.60 Lakh,"Sardarnagar, Ahmedabad",Feb 2015,Expired,Petrol,5 Seats,"51,000 Kms",Ahmedabad,First Owner,1193 cc,Manual,2015,1193 cc,88.7 bhp,17.57 kmpl,Petrol,2,,,,,,,,,,,
2017 Tata Tigor 1.2 Revotron XZ Option,₹3.75 Lakh,"Vasna, Ahmedabad",Aug 2019,Third Party,Petrol,5 Seats,"68,200 Kms",Surat,First Owner,1199 cc,Manual,2017,,,,,,,,,,,,,,,,
2009 Hyundai i10 Era 1.1,₹1.61 Lakh,Ahmedabad,2009,Expired,Petrol,5 Seats,"90,000 Kms",,Fourth Owner,1086 cc,Manual,2009,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2016 Nissan Micra XV CVT,₹3.95 Lakh,"Makarba, Ahmedabad",Apr 2016,Expired,Petrol,5 Seats,"66,000 Kms",Ahmedabad,First Owner,1198 cc,Automatic,2016,1198 cc,76 bhp,19.34 kmpl,Petrol,,3825mm,,,,,,,,,,
2016 Maruti Swift ZXI Plus,₹5.15 Lakh,"Naranpura Vistar, Ahmedabad",Dec 2016,Third Party,Petrol,5 Seats,"41,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,1197 cc,81.80 bhp,21.21 kmpl,Petrol,2,,,,,,,,,,,
2011 Hyundai i20 1.2 Magna,₹2 Lakh,Ahmedabad,2011,Expired,Petrol,5 Seats,"1,00,000 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2011,1197 cc,,18.5 kmpl,Petrol,,3940 mm,,,,,,,,,,
2017 Maruti Wagon R VXI Optional,₹3.75 Lakh,"Bopal, Ahmedabad",Sept 2017,Comprehensive,Petrol,5 Seats,"68,000 Kms",Ahmedabad,Second Owner,998 cc,Manual,2017,998 cc,67.04 bhp,20.51 kmpl,Petrol,,3599mm,,,,,,,,,,
2016 Hyundai Grand i10 Sportz,₹3.77 Lakh,"Naroda, Ahmedabad",May 2016,Comprehensive,Petrol,5 Seats,"90,434 Kms",Sabarkantha,Second Owner,1197 cc,Manual,2016,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2017 Mercedes-Benz GLC 220,₹33.90 Lakh,"Chattarpur, New Delhi",Jan 2017,Comprehensive,Diesel,5 Seats,"70,000 Kms",Gurgaon,First Owner,2143 cc,Automatic,2017,2143 cc,170 bhp,,Diesel,,,,AWD,222 kmph,,,,,,,
2010 Hyundai Getz 1.1 GVS,₹60 Thousand,Ahmedabad,2010,Expired,Petrol,5 Seats,"1,00,000 Kms",Surat,Fourth Owner,1086 cc,Manual,2010,1086 cc,,15 kmpl,Petrol,,3825mm,,,,,,,,,,
2017 Hyundai i20 Asta Option 1.2,₹5.95 Lakh,"Naranpura Vistar, Ahmedabad",Dec 2017,Comprehensive,Petrol,5 Seats,"60,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2017 Hyundai EON Era Plus,₹2.45 Lakh,"Vasna, Ahmedabad",Jun 2017,Expired,Petrol,5 Seats,"90,700 Kms",Ahmedabad,Second Owner,814 cc,Manual,2017,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2022 Tata Nexon XM S Diesel BSVI,₹8.75 Lakh,"Sahil Residency, Ahmedabad",Mar 2022,Third Party,Diesel,5 Seats,"60,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2022,,,,,,,,,,,,,,,,
2010 Hyundai i10 Era,₹2.30 Lakh,"Krishnanagar, Ahmedabad",Oct 2010,Third Party,Petrol,5 Seats,"80,345 Kms",Ahmedabad,First Owner,1086 cc,Manual,2010,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2016 Maruti Ciaz VDi Plus SHVS,₹4.01 Lakh,Ahmedabad,2016,Expired,Diesel,5 Seats,"97,000 Kms",Ahmedabad,Second Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,28.09 kmpl,Diesel,,,,,,,,,,,,
2013 Hyundai i10 Era,₹2.60 Lakh,"Makarba, Ahmedabad",Dec 2013,Expired,Petrol,5 Seats,"41,000 Kms",Ahmedabad,First Owner,1086 cc,Manual,2013,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2015 Maruti Celerio VXI AT,₹3.50 Lakh,"Gota, Ahmedabad",Mar 2016,Comprehensive,Petrol,5 Seats,"75,000 Kms",Mehsana,Second Owner,998 cc,Automatic,2015,998 cc,67.04 bhp,23.1 kmpl,Petrol,,3715mm,,,,,,,,,,
2021 Kia Seltos HTX IVT G,₹13.50 Lakh,"Naranpura, Ahmedabad",Sept 2021,Zero Dep,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1497 cc,Automatic,2021,1497 cc,113.42 bhp,16.8 kmpl,Petrol,,,5,2WD,,,,,,,,
2021 Hyundai Creta SX Executive Diesel BSVI,₹14.75 Lakh,"Ambli, Ahmedabad",Jun 2021,Third Party,Diesel,5 Seats,"71,000 Kms",Ahmedabad,First Owner,1493 cc,Manual,2021,1493 cc,113.45 bhp,18 kmpl,Diesel,6,,5,,,,,,,,,
2016 Renault Lodgy 110PS RxL,₹4.10 Lakh,"Sardarnagar, Ahmedabad",Jan 2017,Third Party,Diesel,8 Seats,"55,000 Kms",Surat,Second Owner,1461 cc,Manual,2016,1461 cc,108.5 bhp,19.98 kmpl,Diesel,,,7,,,,,,,,,
2012 Audi Q5 2.0 TDI,₹10.50 Lakh,Ahmedabad,2012,Expired,Diesel,5 Seats,"1,20,000 Kms",,First Owner,1968 cc,Automatic,2012,1968 cc,167.6 bhp,,Diesel,,,5,Permanent all-wheel drive quattro,200km/hr kmph,,,,,,,
2014 Audi Q7 3.0 TDI quattro,₹15.50 Lakh,"Makarba, Ahmedabad",Dec 2014,Comprehensive,Diesel,7 Seats,"88,000 Kms",Anand,First Owner,2967 cc,Automatic,2014,2967 cc,241.4 bhp,,Diesel,,,,AWD,215 kmph,,,,,,,
2017 Maruti Baleno RS 1.0 Petrol,₹4.50 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"1,00,000 Kms",Kheda,Second Owner,998 cc,Manual,2017,,,,,,,,,,,,,,,,
2023 Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,₹7.26 Lakh,"Gota, Ahmedabad",Aug 2023,Comprehensive,Diesel,5 Seats,"29,337 Kms",amreli,First Owner,1497 cc,Manual,2023,1497 cc,108.5 bhp,21.5 kmpl,Diesel,,,,FWD,,,,,,,,
2020 Nissan Magnite Turbo XL,₹5.01 Lakh,"Gota, Ahmedabad",Jan 2021,Comprehensive,Petrol,5 Seats,"1,17,335 Kms",Ahmedabad,First Owner,999 cc,Manual,2020,999 cc,98.63 bhp,20 kmpl,,,,,2WD,,205,,,,,,
2019 Maruti Wagon R VXI,₹4.30 Lakh,Ahmedabad,2019,Expired,Petrol,5 Seats,"30,000 Kms",,First Owner,998 cc,Manual,2019,998 cc,67.05 bhp,21.79 kmpl,Petrol,1,,,,,,,,,,,
2020 Hyundai Creta SX Diesel AT BSVI,₹14.50 Lakh,Ahmedabad,2020,Expired,Diesel,5 Seats,"70,000 Kms",GH27,First Owner,1493 cc,Automatic,2020,1493 cc,113.42 bhp,18.5 kmpl,Diesel,,,5,FWD,,,,,,,,
2021 Hyundai Venue SX Turbo,₹8.45 Lakh,"Gota, Ahmedabad",Mar 2022,Comprehensive,Petrol,5 Seats,"13,969 Kms",Veraval,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,18.27 kmpl,Petrol,,,,FWD,,,,,,,,
2016 Hyundai Grand i10 Sportz,₹4.40 Lakh,"Naranpura, Ahmedabad",Mar 2016,Comprehensive,Petrol,5 Seats,"52,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2015 Hyundai i20 1.2 Anniversary Edition,₹4 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"70,000 Kms",,First Owner,1197 cc,Manual,2015,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2016 Maruti Baleno 1.2 Delta,₹4.40 Lakh,"Makarba, Ahmedabad",Jan 2016,Expired,Petrol,5 Seats,"92,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,3995mm,,,,,,,,,,
2012 Maruti A-Star Vxi,₹1.99 Lakh,"Gota, Ahmedabad",Aug 2012,Comprehensive,Petrol,5 Seats,"1,09,277 Kms",Rajkot,Second Owner,998 cc,Manual,2012,998 cc,66.1 bhp,19 kmpl,Petrol,,3500mm,,,,,,,,,,
2016 Maruti Wagon R VXI 1.2,₹3.59 Lakh,"Gota, Ahmedabad",Aug 2016,Comprehensive,Petrol,5 Seats,"39,625 Kms",Ahmedabad,First Owner,1197 cc,Manual,2016,,,,,,,,,,,,,,,,
2019 Volvo S90 D4 Inscription,₹40.11 Lakh,Ahmedabad,2019,Expired,Diesel,5 Seats,"30,000 Kms",Ahmedabad,First Owner,1969 cc,Automatic,2019,1969 cc,190 bhp,,Diesel,,,,FWD,180 kmph,,,,,,,
2023 Toyota Hilux High,₹27 Lakh,"Ambli, Ahmedabad",Jul 2023,Comprehensive,Diesel,5 Seats,"19,000 Kms",Mehsana,First Owner,2755 cc,Manual,2023,2755 cc,201.15 bhp,10 kmpl,Diesel,,,5,,,,,,,,,
2018 Hyundai i20 1.4 Asta (AT),₹5.30 Lakh,"Naroda, Ahmedabad",Jun 2018,Comprehensive,Petrol,5 Seats,"64,899 Kms",Ahmedabad,First Owner,1396 cc,Automatic,2018,1396 cc,,15 kmpl,Petrol,,"3,940 mm",,,,,,,,,,
2015 Mercedes-Benz C-Class C 220 CDI Avantgarde,₹22 Lakh,Ahmedabad,2015,Expired,Diesel,5 Seats,"50,000 Kms",,First Owner,2143 cc,Automatic,2015,2143 cc,170 bhp,,Diesel,,,5,RWD,233 kmph,,,,,,,
2019 Audi A4 35 TDI Premium Plus,₹26 Lakh,"Paldi, Ahmedabad",Dec 2019,Comprehensive,Diesel,5 Seats,"51,000 Kms",Ahmedabad,First Owner,1968 cc,Automatic,2019,1968 cc,187.74 bhp,,Diesel,,,5,FWD,237 kmph,,,,,,,
2014 Honda Amaze EX i-Vtech,₹2.95 Lakh,"Makarba, Ahmedabad",Sept 2014,Expired,Petrol,5 Seats,"95,000 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2023 Toyota Innova Crysta 2.4 GX 7Str,₹20.89 Lakh,"Navrangpura, Ahmedabad",May 2023,Comprehensive,Diesel,7 Seats,"50,000 Kms",Ahmedabad,First Owner,2393 cc,Manual,2023,2393 cc,147.51 bhp,,Diesel,,,"7, 8",,,,300 Litres,,,,,
2019 Hyundai Creta 1.6 SX Automatic,₹11.40 Lakh,"Makarba, Ahmedabad",Oct 2019,Expired,Petrol,5 Seats,"18,000 Kms",Gandhinagar,First Owner,1591 cc,Automatic,2019,1591 cc,121.3 bhp,14.8 kmpl,Petrol,,,5,FWD,,,,,,,,
2016 Maruti S Cross DDiS 200 Zeta,₹6.25 Lakh,"Makarba, Ahmedabad",Feb 2016,Comprehensive,Diesel,5 Seats,"48,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,23.65 kmpl,,,,,FWD,,180mm,,,,,,
2023 Hyundai i20 N-Line N8 DCT Dual Tone,₹11.11 Lakh,"Naranpura, Ahmedabad",Jan 2024,Third Party,Petrol,5 Seats,"19,000 Kms",Surat,First Owner,998 cc,Automatic,2023,998 cc,118.41 bhp,20.25 kmpl,Petrol,6,,,,,,,,,,,
2013 Honda Brio S MT,₹2.61 Lakh,"Gota, Ahmedabad",Feb 2013,Comprehensive,Petrol,5 Seats,"1,04,734 Kms",Ahmedabad,First Owner,1198 cc,Manual,2013,1198 cc,86.8 bhp,19.4 kmpl,Petrol,,3610mm,,,,,,,,,,
2017 Hyundai EON Era,₹2.74 Lakh,"Gota, Ahmedabad",Nov 2017,Comprehensive,Petrol,5 Seats,"37,577 Kms",Kheda,Second Owner,814 cc,Manual,2017,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹3.95 Lakh,"Naroda, Ahmedabad",Jul 2017,Expired,Petrol,5 Seats,"79,518 Kms",Gandhinagar,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2015 Honda Amaze S i-Vtech,₹3.76 Lakh,"Mumatpura, Ahmedabad",Oct 2015,Third Party,Petrol,5 Seats,"83,320 Kms",Ahmedabad,First Owner,1198 cc,Manual,2015,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2018 Renault KWID 1.0 AMT RXT,₹3.29 Lakh,"Gota, Ahmedabad",Nov 2018,Comprehensive,Petrol,5 Seats,"42,386 Kms",Gandhinagar,First Owner,999 cc,Automatic,2018,999 cc,67 bhp,24.04 kmpl,Petrol,1,,,,,,,,,,,
2022 Tata Tigor XM BSVI,₹5.40 Lakh,Ahmedabad,2022,Expired,Petrol,5 Seats,"20,000 Kms",,First Owner,1199 cc,Manual,2022,1199 cc,84.82 bhp,19.28 kmpl,Petrol,2,,,,,,,,,,,
2021 BMW X3 xDrive 20d Luxury Line,₹43 Lakh,Ahmedabad,2021,Expired,Diesel,5 Seats,"60,000 Kms",Ahmedabad,First Owner,1995 cc,Automatic,2021,1995 cc,187.7 bhp,,Diesel,,,,AWD,213 kmph,,,,,,,
2015 Honda City i VTEC CVT VX,₹4.50 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"1,20,000 Kms",Ahmedabad,First Owner,1497 cc,Automatic,2015,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2018 Ford Ecosport 1.5 Petrol Trend BSIV,₹5.40 Lakh,Ahmedabad,2018,Expired,Petrol,5 Seats,"1,27,363 Kms",Ahmedabad,First Owner,1497 cc,Manual,2018,1497 cc,121.36 bhp,17 kmpl,,,,,FWD,,200mm,,,,,,
2022 Tata Tigor XZ CNG BSVI,₹7.75 Lakh,"Naranpura, Ahmedabad",Dec 2022,Third Party,CNG,5 Seats,"25,152 Kms",Ahmedabad,First Owner,1199 cc,Manual,2022,1199 cc,72.40 bhp,26.49 km/kg,CNG,2,,,,,,,,,,,
2018 Maruti Baleno 1.3 Zeta,₹5.80 Lakh,"Vastral, Ahmedabad",Oct 2018,Expired,Diesel,5 Seats,"70,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2018,1248 cc,74 bhp,27.39 kmpl,Diesel,,3995mm,,,,,,,,,,
2011 Hyundai i20 1.2 Magna,₹2.95 Lakh,"Bopal, Ahmedabad",Sept 2011,Expired,Petrol,5 Seats,"62,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2011,1197 cc,,18.5 kmpl,Petrol,,3940 mm,,,,,,,,,,
2018 Hyundai Verna CRDi 1.6 AT SX Plus,₹6.80 Lakh,Ahmedabad,2018,Expired,Diesel,5 Seats,"1,50,000 Kms",Banaskantha,Third Owner,1582 cc,Automatic,2018,1582 cc,126.2 bhp,22 kmpl,Diesel,2,,,,,,,,,,,
2018 Hyundai Creta 1.6 SX,₹9.50 Lakh,"Ghodasar, Ahmedabad",Aug 2018,Zero Dep,Petrol,5 Seats,"67,000 Kms",Ahmedabad,First Owner,1591 cc,Manual,2018,1591 cc,121.3 bhp,15.8 kmpl,Petrol,,,5,FWD,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna AT,₹4.77 Lakh,"Gota, Ahmedabad",May 2018,Comprehensive,Petrol,5 Seats,"75,713 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2018 Hyundai Creta 1.4 CRDi S,₹8.80 Lakh,"Vastral, Ahmedabad",Jun 2018,Comprehensive,Diesel,5 Seats,"1,09,000 Kms",Ahmedabad,First Owner,1396 cc,Manual,2018,,,,,,,,,,,,,,,,
