Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
189.0,1998.0,2021,2021,3,18.9,58,2,2995
53.0,799.0,2015,2015,3,25.17,178,24,249
91.0,1462.0,2022,2022,0,26.08,75,18,1050
82.0,1197.0,2015,2015,3,19.1,153,10,380
81.0,1197.0,2020,2020,3,18.9,174,10,634
117.0,1497.0,2014,2014,3,17.4,126,9,350
55.0,998.0,2022,2022,0,34.43,153,18,538
83.0,1197.0,2015,2015,3,20.85,178,18,465
150.0,1997.0,2022,2022,3,8.0,153,17,1318
118.0,998.0,2019,2019,3,18.15,159,10,760
67.0,998.0,2016,2016,3,20.51,175,18,410
113.0,1497.0,2020,2020,3,16.8,175,13,1271
88.0,1199.0,2019,2019,3,17.5,118,9,750
123.0,999.0,2016,2017,3,18.88,148,8,549
88.0,1199.0,2016,2016,3,18.9,159,9,396
184.0,1991.0,2012,2012,3,18.9,19,19,850
88.0,1197.0,2015,2015,3,18.9,75,10,430
85.0,1197.0,2013,2013,3,19.1,126,18,320
81.0,1197.0,2021,2021,3,21.0,126,10,805
103.0,1598.0,2019,2019,3,14.84,170,25,695
82.0,1197.0,2013,2013,3,18.5,74,10,325
113.0,1497.0,2020,2020,3,16.8,69,13,999
138.0,1397.0,2020,2020,3,11.0,175,10,1350
67.0,998.0,2012,2012,3,23.95,175,18,185
74.0,1198.0,2015,2015,3,16.47,118,28,5
37.0,624.0,2015,2015,3,25.4,154,26,215
88.0,1198.0,2011,2012,3,18.9,130,25,245
67.0,998.0,2015,2015,3,20.51,153,18,338
67.0,1364.0,2013,2013,0,23.59,81,27,440
81.0,1197.0,2020,2020,3,20.7,130,10,650
88.0,1197.0,2021,2021,3,22.41,69,18,690
67.0,998.0,2012,2012,3,20.92,75,18,2
84.0,1199.0,2018,2018,3,23.84,175,26,472
58.0,998.0,2021,2021,0,32.52,81,18,590
88.0,998.0,2018,2018,3,18.9,126,18,430
147.0,1498.0,2022,2023,3,18.41,75,25,1530
88.0,1193.0,2016,2016,3,17.57,42,26,299
254.0,2987.0,2013,2013,0,18.9,19,19,21
74.0,1248.0,2017,2017,0,27.39,175,18,527
187.0,1984.0,2022,2022,3,12.65,75,28,2250
75.0,2523.0,2013,2013,0,14.0,36,17,575
88.0,1598.0,2015,2015,3,18.9,178,28,495
81.0,1197.0,2015,2015,3,18.6,126,10,430
101.0,1462.0,2023,2023,3,19.89,175,18,1217
91.0,1373.0,2017,2017,3,20.73,126,18,5
138.0,1798.0,2017,2017,3,14.28,24,27,750
88.0,1364.0,2014,2015,0,18.9,179,27,550
81.0,1197.0,2016,2016,3,21.21,56,18,447
167.0,1956.0,2021,2021,0,17.1,129,12,2350
177.0,1999.0,2017,2018,0,18.9,102,14,3250
81.0,1197.0,2016,2016,3,18.9,56,10,458
53.0,799.0,2017,2018,3,25.17,56,24,315
121.0,1497.0,2018,2018,3,16.3,20,8,499
55.0,814.0,2013,2014,3,21.1,56,10,251
98.0,1498.0,2013,2013,0,25.8,73,9,375
82.0,1197.0,2018,2018,3,18.9,75,10,430
53.0,799.0,2020,2020,3,22.3,153,24,358
191.0,1950.0,2020,2020,0,18.9,126,19,46
167.0,1956.0,2022,2023,0,16.14,96,26,1995
74.0,1248.0,2018,2018,0,27.39,175,18,531
108.0,1198.0,2019,2019,3,17.0,75,26,825
67.0,998.0,2015,2015,3,21.63,175,18,410
47.0,796.0,2021,2021,3,24.7,36,18,375
70.0,1196.0,2013,2013,3,15.6,75,8,2
84.0,1199.0,2017,2017,3,23.84,42,26,395
67.0,998.0,2013,2013,3,19.0,38,18,265
119.0,1498.0,2014,2014,3,18.6,175,9,585
73.0,1198.0,2017,2017,3,17.0,126,28,425
81.0,1197.0,2015,2015,3,18.6,126,10,360
152.0,2179.0,2019,2019,0,15.1,69,17,1250
88.0,1248.0,2019,2019,0,25.47,130,18,1180
140.0,1997.0,2018,2018,0,16.0,130,17,950
88.0,1199.0,2021,2021,3,18.9,175,26,535
86.0,1198.0,2012,2012,3,19.4,126,9,325
73.0,1199.0,2011,2011,0,22.07,171,28,350
67.0,999.0,2017,2017,3,23.01,41,24,3
110.0,1499.0,2014,2014,3,16.5,127,8,460
88.0,1995.0,2015,2015,0,18.9,19,2,1850
91.0,1373.0,2018,2018,3,20.73,126,18,7
88.0,1497.0,2012,2012,3,17.0,56,9,332
88.0,1497.0,2011,2011,3,17.0,75,9,290
88.0,2494.0,2012,2012,0,18.9,75,27,750
121.0,1591.0,2011,2011,3,17.1,178,10,340
86.0,1198.0,2014,2014,3,18.0,159,9,364
81.0,1197.0,2017,2017,3,18.9,56,10,402
108.0,1497.0,2018,2018,0,21.5,175,26,725
103.0,1197.0,2016,2016,3,18.19,69,28,625
197.0,3198.0,2018,2018,0,14.2,45,8,2436
37.0,624.0,2016,2016,3,25.4,38,26,250
184.0,1995.0,2012,2013,0,16.09,130,2,1085
68.0,1086.0,2015,2015,3,19.81,41,10,330
86.0,1198.0,2012,2012,3,19.4,56,9,268
187.0,1984.0,2024,2018,3,12.65,56,28,3850
82.0,1197.0,2014,2014,3,18.9,36,10,435
68.0,1086.0,2010,2010,3,19.81,178,10,175
108.0,1461.0,2016,2016,0,19.6,153,24,598
103.0,1598.0,2011,2011,3,14.4,170,28,265
103.0,1598.0,2014,2014,0,20.5,118,25,550
88.0,1248.0,2016,2016,3,18.9,175,10,398
88.0,998.0,2019,2019,0,18.9,81,18,435
65.0,998.0,2014,2014,3,24.35,75,18,280
147.0,1395.0,2018,2018,3,18.9,58,1,2040
113.0,1497.0,2024,2024,0,24.08,175,26,1146
138.0,1353.0,2022,2022,3,16.5,159,13,1650
167.0,1956.0,2022,2022,0,15.7,129,12,3350
83.0,1197.0,2016,2016,3,20.85,81,18,530
67.0,1061.0,2008,2008,3,18.9,178,18,125
83.0,1199.0,2019,2019,3,23.84,126,26,465
127.0,1248.0,2022,2022,1,18.9,126,26,9
67.0,998.0,2014,2014,3,23.95,130,18,255
261.0,2993.0,2018,2018,0,18.9,19,2,37
78.0,1197.0,2012,2012,3,16.95,20,10,295
174.0,1968.0,2016,2016,0,18.9,28,1,1275
108.0,1497.0,2021,2021,0,21.5,175,26,743
74.0,1199.0,2015,2016,3,16.2,56,28,525
53.0,799.0,2017,2017,3,25.17,153,24,240
88.0,1798.0,2017,2017,3,18.9,19,1,1950
83.0,1461.0,2018,2018,0,19.87,130,24,775
73.0,1198.0,2016,2016,3,17.0,75,28,4
118.0,998.0,2021,2021,3,18.0,153,10,736
184.0,1995.0,2013,2013,0,18.9,102,2,950
121.0,1591.0,2019,2019,3,13.0,178,10,991
88.0,1193.0,2014,2015,3,17.57,120,26,309
103.0,1197.0,2015,2015,3,16.93,75,28,435
68.0,1086.0,2013,2013,3,19.81,56,10,277
68.0,1399.0,2012,2012,0,20.0,126,8,2
78.0,1197.0,2009,2009,3,20.36,56,10,210
126.0,1582.0,2014,2014,0,22.32,73,10,450
65.0,998.0,2019,2019,3,26.0,153,18,435
171.0,2755.0,2018,2018,0,18.9,28,27,1850
81.0,1197.0,2016,2016,3,18.6,36,10,485
88.0,1995.0,2014,2014,0,18.9,58,2,1697
88.0,1197.0,2019,2019,3,18.9,56,10,693
67.0,998.0,2012,2012,3,18.9,36,18,275
88.0,1298.0,2006,2006,3,16.1,126,18,80
81.0,1197.0,2015,2015,3,20.52,175,18,321
98.0,1498.0,2017,2017,0,25.5,118,9,725
168.0,2982.0,2013,2013,0,13.0,178,27,1375
88.0,1498.0,2017,2017,0,18.9,73,28,595
81.0,1197.0,2021,2021,3,21.01,153,18,617
85.0,1197.0,2021,2021,3,18.6,175,18,624
98.0,1498.0,2018,2018,0,23.0,170,8,750
108.0,1461.0,2015,2015,0,19.01,42,22,499
81.0,1197.0,2019,2019,3,21.21,126,18,550
203.0,2143.0,2015,2015,0,18.9,102,19,22
82.0,1197.0,2013,2013,3,18.5,153,10,360
88.0,1197.0,2022,2022,3,18.9,41,18,775
86.0,1198.0,2017,2017,3,17.8,75,9,460
73.0,1248.0,2022,2022,1,18.9,75,26,770
98.0,1498.0,2019,2019,0,25.5,178,9,899
84.0,1199.0,2017,2017,3,23.84,118,26,430
81.0,1197.0,2016,2016,3,18.6,75,10,5
81.0,1197.0,2023,2023,3,20.7,130,10,770
177.0,1798.0,2016,2016,3,14.12,102,25,13
81.0,1197.0,2020,2020,3,20.52,75,18,520
82.0,1197.0,2016,2016,3,18.9,41,10,465
81.0,1197.0,2018,2018,3,18.9,175,10,460
81.0,1197.0,2018,2018,3,18.6,179,10,710
103.0,1598.0,2014,2014,0,20.5,170,25,445
121.0,1497.0,2016,2016,3,16.3,73,8,499
103.0,1586.0,2011,2011,3,12.6,126,18,170
113.0,1493.0,2022,2022,0,20.4,179,10,1950
88.0,1496.0,2011,2011,3,17.6,178,27,245
88.0,1086.0,2018,2018,0,18.9,175,10,420
108.0,1461.0,2014,2014,0,19.01,179,22,425
108.0,1498.0,2017,2017,0,21.72,130,25,650
74.0,1248.0,2012,2012,0,22.9,130,18,425
88.0,1248.0,2018,2018,0,25.47,69,18,10
98.0,1396.0,2013,2013,3,15.0,75,10,335
74.0,1248.0,2016,2016,0,27.39,56,18,489
126.0,1582.0,2018,2018,0,17.01,130,10,1050
88.0,1498.0,2010,2010,0,20.14,56,28,251
113.0,1493.0,2021,2021,0,20.8,36,13,1525
88.0,998.0,2022,2022,3,18.9,154,10,980
126.0,1582.0,2017,2017,0,19.67,38,10,950
103.0,1598.0,2013,2013,0,20.5,170,25,350
86.0,1198.0,2015,2016,3,17.8,175,9,397
98.0,1498.0,2020,2020,0,21.7,69,8,850
88.0,1197.0,2014,2014,3,18.9,75,18,4
81.0,1197.0,2017,2017,3,20.4,73,18,5
98.0,1498.0,2017,2017,0,23.0,42,8,699
88.0,1199.0,2020,2020,3,17.5,120,9,699
116.0,1497.0,2011,2012,3,16.8,42,9,299
88.0,1197.0,2016,2016,3,18.9,171,10,5
82.0,1197.0,2013,2013,3,18.5,133,10,365
46.0,796.0,2006,2006,3,19.7,126,18,95
81.0,1197.0,2015,2015,3,18.6,159,10,427
70.0,1196.0,2014,2014,3,15.6,126,8,195
190.0,1995.0,2013,2013,0,18.9,102,2,1275
91.0,1373.0,2016,2016,3,19.12,75,18,6
67.0,1198.0,2018,2018,3,19.83,88,5,290
88.0,1199.0,2022,2022,3,18.9,56,26,630
84.0,1199.0,2018,2018,3,23.84,42,26,425
74.0,1199.0,2016,2016,3,16.2,126,28,4
108.0,1198.0,2020,2020,3,17.0,73,26,795
81.0,1197.0,2022,2022,3,18.9,175,10,614
118.0,998.0,2019,2019,3,18.27,153,10,750
58.0,998.0,2017,2017,0,26.6,15,18,435
114.0,1493.0,2022,2023,0,18.9,118,13,1850
118.0,998.0,2019,2019,3,18.27,118,10,850
71.0,999.0,2020,2020,3,20.0,175,24,608
76.0,1248.0,2012,2012,0,22.1,118,3,295
187.0,2179.0,2014,2014,0,18.9,126,11,12
67.0,998.0,2018,2018,3,21.63,56,18,453
88.0,1497.0,2023,2023,0,18.9,175,26,1190
88.0,1198.0,2014,2015,3,18.9,120,5,179
88.0,1498.0,2014,2014,0,18.9,56,9,459
88.0,1497.0,2019,2019,3,18.9,75,9,750
101.0,1462.0,2013,2013,3,20.51,153,18,477
53.0,799.0,2016,2016,3,25.17,56,24,280
67.0,998.0,2017,2017,3,23.1,130,18,425
88.0,1248.0,2019,2019,0,24.3,171,18,850
80.0,1197.0,2017,2017,3,24.79,56,18,605
83.0,1199.0,2019,2019,3,20.3,38,26,550
118.0,998.0,2022,2022,3,18.2,153,13,925
84.0,1199.0,2017,2018,3,20.3,88,26,482
74.0,1198.0,2013,2013,3,16.47,126,28,240
88.0,1197.0,2011,2011,3,18.9,34,10,245
81.0,1197.0,2017,2017,3,18.6,36,10,585
74.0,1199.0,2016,2017,3,16.2,118,28,5
121.0,1497.0,2018,2018,3,14.8,118,8,850
101.0,1462.0,2022,2023,3,21.11,153,18,1451
88.0,1199.0,2024,2024,3,18.9,126,26,1350
138.0,1956.0,2019,2019,0,17.0,42,26,1275
187.0,1995.0,2019,2019,0,18.9,19,2,3225
74.0,1199.0,2016,2016,3,16.2,81,28,490
73.0,1199.0,2014,2014,0,22.07,153,28,393
88.0,1497.0,2011,2011,3,17.0,126,9,165
80.0,1197.0,2022,2023,3,24.79,175,18,787
88.0,1248.0,2015,2015,3,18.9,174,10,332
170.0,1956.0,2017,2018,0,17.1,118,12,1075
83.0,1197.0,2016,2016,3,21.4,153,18,434
88.0,1598.0,2015,2015,3,18.9,178,25,495
82.0,1197.0,2013,2013,3,18.5,153,10,323
67.0,998.0,2016,2016,3,20.51,36,18,345
103.0,1598.0,2011,2011,3,14.4,16,28,225
110.0,1499.0,2016,2017,3,16.5,175,8,419
181.0,1991.0,2018,2018,3,18.9,19,19,2775
86.0,1198.0,2024,2024,3,17.8,175,9,949
88.0,1969.0,2017,2017,0,18.9,126,29,23
88.0,1197.0,2009,2010,3,18.9,118,18,210
67.0,998.0,2015,2015,3,23.95,148,18,3
88.0,1461.0,2014,2014,0,18.9,118,24,495
88.0,1197.0,2016,2016,3,22.41,159,18,485
117.0,1497.0,2015,2015,3,18.0,153,9,465
67.0,998.0,2019,2019,3,21.79,178,18,465
113.0,999.0,2023,2018,3,17.23,56,28,1825
88.0,1199.0,2018,2018,3,18.3,175,9,658
88.0,2987.0,2012,2012,0,18.9,19,19,1650
88.0,998.0,2015,2015,3,18.9,130,18,325
83.0,1197.0,2014,2014,3,20.85,56,18,378
81.0,1197.0,2022,2022,3,17.52,174,10,761
78.0,1197.0,2010,2010,3,20.36,20,10,240
73.0,1186.0,2021,2021,0,25.35,41,10,775
120.0,2179.0,2015,2015,0,11.0,36,17,945
88.0,2179.0,2013,2013,0,18.9,38,11,1449
84.0,1199.0,2021,2021,3,20.3,175,26,648
86.0,1198.0,2021,2021,3,17.8,175,9,766
88.0,998.0,2019,2020,0,18.9,88,18,535
98.0,1498.0,2019,2019,0,25.5,36,9,825
84.0,1199.0,2017,2017,3,20.3,175,26,434
81.0,1197.0,2014,2014,3,18.9,118,10,460
83.0,1197.0,2017,2017,3,21.4,17,18,550
88.0,2179.0,2017,2017,0,18.9,73,26,850
83.0,1199.0,2018,2018,3,23.84,118,26,460
67.0,998.0,2015,2015,3,23.1,15,18,365
65.0,998.0,2022,2022,3,26.0,159,18,635
100.0,2494.0,2015,2015,0,18.9,148,27,1049
81.0,1197.0,2017,2017,3,18.9,175,10,448
117.0,1497.0,2013,2013,3,17.4,17,9,395
86.0,1198.0,2014,2014,3,18.0,34,9,325
78.0,1197.0,2011,2011,3,20.36,126,10,211
73.0,1248.0,2012,2012,0,23.2,17,18,250
67.0,998.0,2011,2012,3,18.9,171,18,230
81.0,1197.0,2019,2019,3,18.6,74,10,650
67.0,998.0,2019,2019,3,23.1,75,18,425
105.0,1496.0,2021,2021,3,17.8,41,27,945
88.0,1396.0,2018,2018,0,21.19,36,10,775
118.0,998.0,2020,2020,3,18.3,75,13,1125
81.0,1197.0,2019,2020,3,21.21,36,18,675
187.0,1968.0,2015,2016,0,18.53,19,1,1850
88.0,1199.0,2018,2018,3,18.7,130,9,5
83.0,1197.0,2016,2016,3,21.4,75,18,475
67.0,998.0,2017,2017,3,23.1,20,18,449
67.0,998.0,2017,2018,3,23.1,41,18,445
117.0,1497.0,2019,2020,3,17.4,118,9,975
113.0,1493.0,2022,2022,0,18.9,126,13,12
53.0,799.0,2016,2016,3,25.17,126,24,275
88.0,1497.0,2014,2014,0,18.9,56,26,378
98.0,1498.0,2015,2015,0,25.8,178,9,375
93.0,1495.0,2010,2010,3,16.36,56,10,180
187.0,2179.0,2015,2015,0,18.9,118,11,19
103.0,1598.0,2016,2016,3,16.09,118,28,6
261.0,2993.0,2021,2021,0,17.09,102,2,53
113.0,999.0,2023,2023,3,19.36,129,25,1475
88.0,1199.0,2019,2019,3,19.5,126,9,519
121.0,1591.0,2013,2013,3,17.01,153,10,397
67.0,998.0,2016,2016,3,23.1,126,18,280
113.0,1493.0,2020,2021,0,18.9,75,13,1250
117.0,1497.0,2014,2014,3,17.8,36,9,465
88.0,1199.0,2013,2013,3,18.9,120,3,179
68.0,1399.0,2012,2012,0,20.0,133,8,230
88.0,1197.0,2015,2015,3,18.9,120,10,449
67.0,998.0,2017,2017,3,21.63,175,18,399
81.0,1197.0,2018,2018,3,18.9,38,10,499
88.0,1497.0,2022,2022,0,18.9,175,26,964
98.0,1498.0,2016,2016,0,25.8,75,9,410
67.0,999.0,2021,2021,3,21.74,118,24,510
108.0,1461.0,2017,2017,0,19.6,73,24,585
88.0,1086.0,2010,2010,3,18.9,96,10,165
93.0,1495.0,2011,2012,3,16.36,56,10,185
105.0,1496.0,2018,2019,3,17.8,88,27,780
79.0,1199.0,2010,2010,3,18.6,126,3,120
123.0,999.0,2018,2018,3,18.88,175,8,750
88.0,1199.0,2015,2015,3,18.9,56,9,507
88.0,1248.0,2017,2017,0,24.52,130,18,850
127.0,1248.0,2021,2021,1,18.9,75,26,850
78.0,1197.0,2013,2013,3,20.36,75,10,240
113.0,1497.0,2019,2019,3,16.8,153,13,932
187.0,1968.0,2019,2019,0,18.9,129,1,2250
86.0,1198.0,2015,2015,3,16.5,130,9,365
98.0,1498.0,2017,2017,0,23.0,170,8,690
67.0,998.0,2015,2015,3,21.63,174,18,329
71.0,999.0,2019,2020,3,20.0,153,24,484
141.0,1968.0,2018,2018,0,16.65,175,28,1544
67.0,998.0,2014,2015,3,20.92,73,18,299
113.0,999.0,2023,2023,3,17.2,69,25,1450
113.0,999.0,2021,2021,3,18.41,175,28,1291
71.0,999.0,2020,2020,3,18.2,153,24,476
81.0,1197.0,2013,2013,3,18.9,174,10,380
75.0,999.0,2020,2020,3,17.74,75,28,570
141.0,1968.0,2014,2014,0,20.6,170,25,725
191.0,1950.0,2017,2017,0,18.9,19,19,2850
88.0,1199.0,2020,2020,3,18.9,175,26,478
68.0,1197.0,2021,2021,0,28.0,73,10,680
116.0,1497.0,2012,2012,3,15.6,130,9,405
81.0,1197.0,2018,2018,3,18.6,126,10,450
88.0,999.0,2019,2019,3,18.9,56,5,264
113.0,1497.0,2019,2019,3,16.8,148,13,1045
83.0,1197.0,2018,2018,3,21.4,36,18,615
88.0,1498.0,2016,2016,0,20.14,36,28,565
88.0,1817.0,2003,2003,3,12.8,126,0,350
65.0,998.0,2017,2017,3,25.24,159,18,378
88.0,1197.0,2020,2020,3,18.9,153,18,439
103.0,1462.0,2017,2017,3,20.04,175,18,701
119.0,1498.0,2021,2021,3,18.6,153,9,852
138.0,1956.0,2019,2019,0,17.0,126,26,11
108.0,1498.0,2017,2017,0,21.66,126,28,430
88.0,1197.0,2016,2016,3,18.9,126,18,460
88.0,1197.0,2012,2012,3,18.9,130,10,335
88.0,1248.0,2013,2014,0,18.9,176,18,750
65.0,998.0,2022,2022,3,24.97,56,18,608
67.0,998.0,2013,2013,3,20.51,75,18,290
88.0,1248.0,2018,2019,0,24.3,153,18,768
86.0,1198.0,2022,2022,3,17.8,175,9,795
93.0,1373.0,2015,2015,3,16.02,175,18,650
113.0,1493.0,2019,2019,0,20.8,175,13,1145
84.0,1199.0,2017,2017,3,20.3,153,26,391
83.0,1197.0,2012,2012,3,20.85,175,18,339
113.0,1493.0,2020,2020,0,17.8,130,13,1145
74.0,1248.0,2017,2017,0,28.4,130,18,725
71.0,999.0,2019,2020,3,20.0,159,24,548
75.0,999.0,2013,2013,3,18.78,174,28,309
88.0,1197.0,2017,2017,3,18.9,69,10,545
103.0,1598.0,2013,2013,3,15.04,56,28,325
67.0,1061.0,2007,2007,3,18.9,73,18,1
88.0,1199.0,2015,2015,3,18.2,170,9,450
88.0,1199.0,2016,2016,3,18.7,159,9,410
110.0,1499.0,2015,2015,3,17.01,130,8,393
103.0,1462.0,2021,2021,3,19.01,88,18,980
88.0,1197.0,2014,2014,3,22.41,159,18,354
140.0,2179.0,2015,2015,0,16.0,36,17,775
88.0,1598.0,2009,2009,3,14.2,73,3,155
88.0,998.0,2014,2014,3,18.9,56,18,329
83.0,1197.0,2017,2017,3,21.4,153,18,459
78.0,1197.0,2011,2011,3,20.36,74,10,235
88.0,1248.0,2017,2017,0,25.1,56,18,550
81.0,1197.0,2013,2013,3,18.9,56,10,339
81.0,1197.0,2019,2019,3,20.7,118,10,575
88.0,1462.0,2022,2022,3,18.9,126,18,778
103.0,1197.0,2017,2017,3,18.19,175,28,550
81.0,1197.0,2017,2017,3,20.89,148,18,425
88.0,2179.0,2016,2016,0,18.9,20,14,2799
147.0,2393.0,2020,2020,0,18.9,130,27,1870
117.0,1497.0,2017,2017,3,18.0,75,9,810
114.0,1493.0,2022,2022,0,18.9,148,13,1675
81.0,1197.0,2015,2015,3,18.9,175,10,371
88.0,1396.0,2016,2016,0,18.9,126,10,480
108.0,1498.0,2017,2017,0,21.66,75,28,5
254.0,2987.0,2015,2015,0,18.9,19,19,3250
82.0,1199.0,2014,2014,3,18.2,126,3,150
245.0,2967.0,2016,2018,0,14.75,159,1,3490
81.0,1197.0,2015,2016,3,18.9,175,10,405
143.0,1968.0,2015,2015,0,18.9,81,1,1190
103.0,1598.0,2017,2018,3,14.84,56,25,690
118.0,1199.0,2022,2022,3,17.33,148,26,790
103.0,1598.0,2017,2017,3,14.84,20,25,680
103.0,1197.0,2016,2016,3,18.19,102,28,575
147.0,1968.0,2011,2011,0,16.55,126,1,8
91.0,1373.0,2018,2018,3,19.12,153,18,663
67.0,999.0,2022,2022,3,22.0,159,24,459
167.0,1956.0,2021,2021,0,16.35,15,26,1545
138.0,1956.0,2020,2020,0,17.0,153,26,1110
66.0,998.0,2013,2013,3,16.98,38,18,275
84.0,1199.0,2020,2020,3,19.0,56,26,585
78.0,1197.0,2012,2012,3,20.36,56,10,265
81.0,1197.0,2019,2019,3,18.9,174,10,524
121.0,1591.0,2013,2013,3,17.01,178,10,395
258.0,2993.0,2016,2016,0,18.9,19,2,2850
67.0,998.0,2015,2015,3,23.95,56,18,267
84.0,1199.0,2016,2016,3,23.84,175,26,421
346.0,4134.0,2012,2012,0,18.9,74,1,15
83.0,1461.0,2015,2015,0,20.45,75,22,460
86.0,1198.0,2013,2013,3,18.0,118,9,385
81.0,1197.0,2020,2020,3,20.89,153,18,426
86.0,1196.0,2015,2015,3,18.16,120,8,309
150.0,1997.0,2022,2022,3,15.2,126,17,1779
68.0,1086.0,2018,2019,3,20.3,153,10,389
91.0,1462.0,2020,2020,0,26.08,88,18,999
75.0,999.0,2019,2019,3,18.78,130,28,525
86.0,1198.0,2015,2015,3,17.8,175,9,375
88.0,1199.0,2022,2022,3,18.3,20,9,825
168.0,2982.0,2012,2012,0,12.55,126,27,805
78.0,1197.0,2016,2016,3,17.71,153,27,363
197.0,3198.0,2017,2017,0,10.91,38,8,21
72.0,1199.0,2022,2023,0,26.49,178,26,695
81.0,1197.0,2015,2016,3,18.6,175,10,535
147.0,2179.0,2018,2018,0,18.9,15,26,795
72.0,1199.0,2022,2022,0,26.49,153,26,648
184.0,1995.0,2011,2011,0,18.9,20,2,595
100.0,2494.0,2016,2016,0,18.9,118,27,1750
65.0,998.0,2022,2022,3,26.0,159,18,553
73.0,1248.0,2015,2016,0,23.2,69,18,399
121.0,1591.0,2013,2013,3,17.01,126,10,325
98.0,1498.0,2013,2013,0,25.8,36,9,425
81.0,1197.0,2017,2017,3,20.14,159,10,461
86.0,1198.0,2016,2016,3,19.4,75,9,345
88.0,1248.0,2016,2016,0,28.09,118,18,680
37.0,624.0,2014,2015,3,25.4,56,26,95
88.0,1248.0,2016,2016,0,23.65,42,18,595
82.0,1197.0,2014,2014,3,18.9,118,10,450
82.0,1197.0,2015,2015,3,19.1,120,10,339
174.0,1968.0,2014,2014,0,18.9,129,1,1075
88.0,1497.0,2021,2021,0,18.9,130,26,1145
88.0,1794.0,2007,2007,3,13.4,126,27,130
47.0,796.0,2013,2013,3,24.7,56,18,224
84.0,1199.0,2023,2023,3,19.0,126,26,620
67.0,999.0,2022,2022,3,24.04,175,24,454
91.0,1373.0,2014,2014,3,19.12,118,18,495
167.0,1956.0,2020,2020,0,14.6,148,26,1565
188.0,1995.0,2016,2016,0,20.68,28,2,1750
67.0,1364.0,2015,2015,0,23.59,130,27,470
73.0,1196.0,2018,2018,3,15.37,23,18,440
126.0,1582.0,2014,2014,0,22.32,179,10,550
78.0,1197.0,2013,2013,3,20.36,17,10,295
81.0,1197.0,2013,2013,3,18.9,175,10,389
88.0,1396.0,2016,2017,0,18.9,24,10,625
55.0,814.0,2016,2017,3,21.1,153,10,224
158.0,2198.0,2016,2016,0,12.62,20,8,2450
103.0,1197.0,2017,2017,3,17.21,102,28,635
74.0,1248.0,2018,2018,0,27.39,175,18,571
88.0,1199.0,2019,2019,3,18.2,130,9,625
100.0,1493.0,2016,2017,0,18.49,133,17,630
108.0,1498.0,2016,2016,0,22.15,130,28,625
108.0,1461.0,2016,2016,0,19.64,20,24,640
74.0,1198.0,2014,2014,3,16.47,170,28,350
203.0,2143.0,2014,2014,0,18.9,102,19,1950
103.0,1598.0,2017,2017,3,15.41,159,25,551
88.0,1199.0,2018,2018,3,17.5,43,9,680
67.0,998.0,2019,2019,3,21.63,175,18,544
130.0,2184.0,2021,2021,0,15.2,175,17,1352
86.0,1198.0,2013,2013,3,18.0,69,9,315
88.0,1497.0,2010,2010,3,16.8,75,9,295
84.0,1199.0,2018,2018,3,23.84,175,26,487
82.0,1197.0,2016,2017,3,18.9,153,10,359
153.0,2179.0,2020,2020,0,18.9,20,26,1280
88.0,1956.0,2021,2021,0,18.9,175,26,1450
67.0,998.0,2014,2014,3,23.95,130,18,260
67.0,1399.0,2012,2012,0,17.8,120,8,219
190.0,1995.0,2015,2015,0,18.9,19,2,17
87.0,1199.0,2021,2022,3,20.09,175,26,619
73.0,1248.0,2023,2023,1,18.9,126,26,7
88.0,1496.0,2013,2013,3,16.78,118,27,395
81.0,1197.0,2010,2010,3,18.6,56,10,201
117.0,1497.0,2014,2014,3,17.4,126,9,427
74.0,1198.0,2014,2014,3,16.47,75,28,465
84.0,1199.0,2017,2017,3,20.3,20,26,495
81.0,1197.0,2022,2022,3,21.0,69,10,925
147.0,2393.0,2018,2018,0,18.9,128,27,1850
119.0,1498.0,2014,2014,3,18.6,175,9,527
58.0,998.0,2017,2017,0,26.6,175,18,389
120.0,2179.0,2014,2014,0,12.05,36,17,625
188.0,1995.0,2017,2017,0,18.9,19,2,2050
126.0,1582.0,2015,2015,0,19.67,130,10,849
121.0,1497.0,2018,2018,3,14.8,153,8,732
74.0,1198.0,2014,2014,3,16.47,170,28,375
81.0,1197.0,2019,2019,3,21.21,75,18,585
68.0,1086.0,2016,2016,3,19.81,178,10,349
88.0,796.0,2013,2013,0,18.9,34,18,245
67.0,1364.0,2012,2012,0,23.59,56,27,338
88.0,1396.0,2013,2013,0,21.9,36,10,415
37.0,624.0,2014,2014,3,25.4,88,26,145
67.0,998.0,2018,2018,3,23.95,153,18,379
136.0,2143.0,2016,2016,0,18.9,19,19,1550
112.0,1368.0,2010,2010,3,14.6,41,6,210
88.0,1199.0,2023,2023,3,18.3,153,9,799
88.0,1248.0,2017,2017,0,28.09,42,18,599
74.0,1199.0,2016,2017,3,16.2,88,28,565
88.0,1197.0,2014,2014,3,22.38,153,18,382
72.0,999.0,2020,2020,3,20.0,20,24,649
83.0,1197.0,2019,2019,3,21.4,153,18,601
88.0,1599.0,2010,2010,3,16.2,16,10,155
75.0,1248.0,2013,2014,0,20.3,120,6,209
98.0,1498.0,2014,2014,0,26.0,179,9,550
84.0,1199.0,2022,2022,3,23.84,175,26,709
88.0,1197.0,2022,2022,0,18.9,174,10,7
